MARCA,MODELO,TIPO PRODUCTO
KIA,SELTOS EX 1.5L 6MT 2024,SUV
KIA,SELTOS EX 1.5L IVT 2024,SUV
KIA,SONET EX 1.5L 6MT AC RI 2024,SUV
KIA,SONET EX 1.5L 6MT RI FULL 2024,SUV
KIA,SONET EX 1.5L IVT ACC PLUS 2024,SUV
KIA,SONET EX 1.5L IVT FULL 2024,SUV
KIA,SONET EX 1.5L IVT IR FULL 2024,SUV
KIA,SORENTO EX 2.2L DSL 8DCT 2WD 2024,SUV
KIA,SORENTO EX 2.5L GSL 6AT 2WD 2024,SUV
KIA,SORENTO EX 2.5L GSL 6AT 2WD FULL 2024,SUV
KIA,SORENTO EX 2.5L GSL 6AT AWD FULL 2024,SUV
KIA,SPORTAGE EX 1.6L TURBO-GDI 7DCT GSL AWD 2024,SUV
KIA,SPORTAGE EX 2.0L 6AT GSL 2024,SUV
KIA,SPORTAGE EX 2.0L 6AT GSL BS 2024,SUV
KIA,SPORTAGE EX 2.0L 6MT GSL 2024,SUV
KIA,SPORTAGE EX 2.0L 8AT DSL AWD 2024,SUV
KIA,SPORTAGE EX 2.0L 8AT DSL BS 2024,SUV
KIA,SPROTAGE EX 2.0L 6AT GSL AWD 2024,SUV
KIA,SPROTAGE EX 2.0L 8AT DSL 2024,SUV
MAHINDRA,XUV300 MT COMFORT 2024,SUV
MAHINDRA,XUV300 MT ELITE 2024,SUV
MAHINDRA,XUV300 MT LUXURY 2024,SUV
MAXUS,D60 ELITE 7DCT 4X2 AT 2024,SUV
MAXUS,D60 LUXURY 7DCT 4X2 AT 2024,SUV
MAXUS,D90 ELITE 4X4 AT 2024,SUV
MAXUS,D90 FLAGSHIP 4X4 AT 2024,SUV
MAXUS,D90 LUXURY 4X4 AT 2024,SUV
MAXUS,EUNIQ 6 AT 2024,SUV
MAXUS,G90 ELITE AT 2024,SUV
MAXUS,G90 LUXURY AT 2024,SUV
MG,3 1.5 STD AT 2024,SUV
MG,HS 1.5T COM 2024,SUV
MG,HS 1.5T DCT DLX 2024,SUV
MG,HS 1.5T DCT TROPHY 2024,SUV
MG,MARVEL R DLX AT 2024,SUV
MG,MG ZS 1.5L COM AT 2024,SUV
MG,MG ZS 1.5L STD AT 2024,SUV
MG,ONE 1.5T CVT COM 2024,SUV
MG,ONE 1.5T CVT DLX 2024,SUV
MG,RX5 1.5T COM 2024,SUV
MG,RX5 1.5T DCT COM 2024,SUV
MG,RX5 1.5T DCT DLX 2024,SUV
MG,ZS 1.5L COM 2024,SUV
MG,ZS 1.5L STD 2024,SUV
MG,ZS EV DLX AT 2024,SUV
MG,ZX 1.3T AT 6 TROPHY 2024,SUV
MG,ZX 1.5L COM 2024,SUV
MG,ZX 1.5L CVT DLX 2024,SUV
MG,ZX 1.5L DLX 2024,SUV
MITSUBISHI,ASX 1.6L GL 4X2 MT 2024,SUV
MITSUBISHI,ASX 1.6L GLS 4X2 MT 2024,SUV
MITSUBISHI,ASX 2.0L GLS 4X2 AT 2024,SUV
MITSUBISHI,ECLIPSE CROSS RS 1.5 4X2 AT AT 2024,SUV
MITSUBISHI,ECLIPSE CROSS RX 1.5 4X2 AT AT 2024,SUV
MITSUBISHI,MONTERO SPORT 3.0 2WD AT 2024,SUV
MITSUBISHI,MONTERO SPORT 3.0 4WD AT 2024,SUV
MITSUBISHI,MONTERO SPORT 3.0 4WD LIMITED AT 2024,SUV
MITSUBISHI,OUTLANDER 4X2 GL 4X2 AT 2024,SUV
MITSUBISHI,OUTLANDER GLS 4X4 AT 2024,SUV
MITSUBISHI,OUTLANDER GLS LIMITED 4X4 AT 2024,SUV
MITSUBISHI,OUTLANDER GLX 4X2 AT 2024,SUV
MITSUBISHI,XPANDER CROSS AT 2024,SUV
MITSUBISHI,XPANDER GL MT 2024,SUV
MITSUBISHI,XPANDER GLX AT 2024,SUV
NISSAN,KICKS ADVANCE CVT 2024,SUV
NISSAN,KICKS ADVANCE MT 2024,SUV
NISSAN,KICKS EXCLUSIVE CVT 2024,SUV
NISSAN,KICKS SENSE MT 2024,SUV
NISSAN,PATHFINDER ADVANCE AT 2WD 2024,SUV
NISSAN,PATHFINDER ADVANCE AT 4WD 2024,SUV
NISSAN,PATHFINDER EXCLUSIVE AT 4WD 2024,SUV
NISSAN,PATHFINDER SENSE AT 2WD 2024,SUV
NISSAN,QASHQAI ADVANCE CVT 2024,SUV
NISSAN,QASHQAI ADVANCE CVT PLUS 2024,SUV
NISSAN,QASHQAI ADVANCE MT 2024,SUV
NISSAN,QASHQAI EXCLUSIVE CVT 4WD 2024,SUV
NISSAN,QASHQAI SENSE MT 2024,SUV
NISSAN,X-TRAIL ADVANCE 3 ROW AWD E-POWER 2024,SUV
NISSAN,X-TRAIL ADVANCE CVT 3ROW 2024,SUV
NISSAN,X-TRAIL EXCLUSIVE 3 ROW AWD E-POWER 2024,SUV
NISSAN,X-TRAIL EXCLUSIVE CVT 3ROW - AWD 2024,SUV
NISSAN,X-TRAIL SEMSE CVT 3ROW 2024,SUV
NISSAN,X-TRAIL SENSE CVT 2ROW 2024,SUV
OPEL,CROSSLAND EDITION 1.2T AT6 E6.4 2024,SUV
OPEL,CROSSLAND EDITION 1.2T MT6 2024,SUV
OPEL,GRANDLAND GRANDLAND GS 1.2T AT8 2024,SUV
OPEL,GRANDLAND GRANDLAND GS 1.2T MT6 2024,SUV
OPEL,GRANDLAND GRANDLAND GS 1.5TD AT8 2024,SUV
OPEL,GRANDLAND GRANDLAND ULTIMATE 1.2T AT8 2024,SUV
OPEL,MOKKA 1.2 ELEGANCE 130HP MT6 E6.4 2024,SUV
OPEL,MOKKA 1.2T ELEGANCE 130HP AT8 2024,SUV
OPEL,MOKKA 1.2T GS LINE 130HP AT8 2024,SUV
OPEL,MOKKA 1.5TD ELEGANCE 110HP MT6 2024,SUV
PEUGEOT,2008 1.2 ACTIVE PACK PURETECH 130HP 2024,SUV
PEUGEOT,2008 1.2 ALTURE PACK PURETECH 130HP 2024,SUV
PEUGEOT,2008 1.5 ALTURE PACK BLUEHDI 130HP EAT8 2024,SUV
PEUGEOT,2008 ELÉCTRICO 136HP 2024,SUV
PEUGEOT,3008 ACTIVE PACK 1.2 PURETECH 130HP 2024,SUV
PEUGEOT,3008 ALTURE 1.5 BLUEHDI 130HP EAT8 2024,SUV
PEUGEOT,3008 ALTURE PACK 1.6 THP 1650HP EAT6 2024,SUV
PEUGEOT,3008 GT 1.5 BLUEHDI 130HP EAT8 2024,SUV
PEUGEOT,3008 GT 1.6 PURETECH 180HP EAT8 2024,SUV
PEUGEOT,3008 HYBRID4 300 EEAT8 2024,SUV
PEUGEOT,5008 1.5 ALTURE BLUEHDI 130HP EAT8 2024,SUV
PEUGEOT,5008 1.5 GT BLUEHDI 130HP EAT8 2024,SUV
PEUGEOT,5008 1.6 ALTURETHP 165HP EAT6 2024,SUV
PEUGEOT,5008 1.6 GT PURETECH 180HP EAT8 2024,SUV
PEUGEOT,5008 GT BLACK PACK BLUEHDI 130 EAT8 2024,SUV
PEUGEOT,5008 GT BLACK PACK PURETECH 180 EAT8 2024,SUV
PEUGEOT,RIFTER ALURE BLUEHDI 100 MT 2024,SUV
PEUGEOT,RIFTER ALURE BLUEHDI 130 AT 2024,SUV
PEUGEOT,RIFTER ALURE PURETECH 130 AT 2024,SUV
SSANGYONG,KORANDO GLX 1.5T 6AT 2WD 6AB AT 2024,SUV
SSANGYONG,KORANDO GLX 1.5T 6MT 2WD 6AB MT 2024,SUV
SSANGYONG,KORANDO GLX 1.6TD 6AT 2WD 6AB AT 2024,SUV
SSANGYONG,KORANDO GLX 1.6TD 6MT 2WD 6AB MT 2024,SUV
SSANGYONG,KORANDO LIMITED 1.5T 6AT 2WD 6AB AT 2024,SUV
SSANGYONG,KORANDO LX 1.5T 6MT 2WD MT 2024,SUV
SSANGYONG,REXTON GLX 2.2TD 2WD 6AB AT 2024,SUV
SSANGYONG,REXTON GLX 2.2TD 2WD 6AB MT 2024,SUV
SSANGYONG,REXTON GLX 2.2TD 8AT 4WD 6AB AT 2024,SUV
SSANGYONG,REXTON LX 2.0T 6AT 4WD 6AB AT 2024,SUV
SSANGYONG,REXTON LX 2.0T 6MT 2WD 6AB MT 2024,SUV
SSANGYONG,REXTON LX 2.2TD 8AT 2WD 2AB AT 2024,SUV
SSANGYONG,REXTON LX 2.2TD 8AT 2WD 2AB MT 2024,SUV
SSANGYONG,TIVOLI GLX 1.6 6MT 2WD MT 2024,SUV
SSANGYONG,TIVOLI LIMITED 1.6 6AT 2WD 6 AB AT 2024,SUV
SSANGYONG,TIVOLI LX 1.6 6MT 2WD MT 2024,SUV
SSANGYONG,TORRES GLX 1.5T 2WD AT 2024,SUV
SSANGYONG,TORRES GLX 1.5T 2WD MT 2024,SUV
SSANGYONG,TORRES GLX 1.5T 4WD AT 2024,SUV
SSANGYONG,TORRES LIMITED PLUS 1.5T 4WD BITONO AT 2024,SUV
SSANGYONG,TORRES LIMITED PLUS 1.5T 4WD SUNROOF AT 2024,SUV
SUBARU,CROSSTREK 2.0I AWD CVT AT 2024,SUV
SUBARU,CROSSTREK 2.0I AWD CVT DYNAMIC EYESIGH AT 2024,SUV
SUBARU,CROSSTREK 2.0I AWD CVT TOURING EYESIGH AT 2024,SUV
TOYOTA,4RUNNER LIMITED 4X4 AT 2024,SUV
TOYOTA,4RUNNER SR5 4X2 AT 2024,SUV
TOYOTA,4RUNNER SR5 4X4 AT 2024,SUV
TOYOTA,COROLLA CROSS HEV SEG 1.8 HEV AT 2024,SUV
TOYOTA,COROLLA CROSS HEV XEI 1.8 HEV AT 2024,SUV
TOYOTA,FORTUNER SR5 4X2 2.7L AT 2024,SUV
TOYOTA,FORTUNER SR5 4X4 TDI 2.8 AT 2024,SUV
TOYOTA,FORTUNER SR5 4X4 TDI 2.8 MT 2024,SUV
TOYOTA,FORTUNER SRX 4X4 TDI 2.8 AT 2024,SUV
TOYOTA,RAIZE 1.2 CVT GAS E MT 2024,SUV
TOYOTA,RAIZE 1.2 MT GAS MT 2024,SUV
TOYOTA,RAV4 LE 2.0 4X2 CVT AT 2024,SUV
TOYOTA,RAV4 LE 2.0 4X2 MT 2024,SUV
TOYOTA,RAV4 LE 2.0 4X4 MT 2024,SUV
TOYOTA,RAV4 LIMITED 2.5 HV CVT 4X4 AT 2024,SUV
TOYOTA,RAV4 XLE 2.0 4X2 CVT AT 2024,SUV
TOYOTA,RAV4 XLE 2.5 4X2 CVT HV AT 2024,SUV
TOYOTA,RAV4 XSE 2.5 4X2 CVT HV AT 2024,SUV
TOYOTA,YARIS CROSS XI 1.5 AT 2024,SUV
CITROEN,SPACETOURER BLUEHDI 150 S&S BVM6 BUSINESS TALLA XL 2024,MINIBUS
HYUNDAI,STARIA MB 2.2 CEDI 11P 2024,MINIBUS
HYUNDAI,STARIA MB 2.2 CRDI 4WD 9P LUXURY 2024,MINIBUS
HYUNDAI,STARIA MB 2.2 CRDI 9P 2024,MINIBUS
JAC,SUNRAY 13+1 MT 2024,MINIBUS
JAC,SUNRAY 14+1 MT 2024,MINIBUS
JAC,SUNRAY 16+1 MT 2024,MINIBUS
JAC,SUNRAY 17+1 MT 2024,MINIBUS
MAXUS,G10 MINIBUS 6+1 E6 2024,MINIBUS
MAXUS,G10 MINIBUS 9+1 E6 2024,MINIBUS
MAXUS,G90 MINIBUS ELITE 6+1 2024,MINIBUS
MAXUS,G90 MINIBUS LUXURY 6+1 2024,MINIBUS
MAXUS,MIFA 9 90 KWH LUXURY 2024,MINIBUS
PEUGEOT,TRAVELLER BUSINESS L3 8P BLUEHDI 180 EAT8 2024,MINIBUS
PEUGEOT,TRAVELLER BUSINESS L3 9P BLUEHDI 145 2024,MINIBUS
TOYOTA,HIACE TURISMO L1H1 MT 2024,MINIBUS
CHANGAN,M 201 CARGO 2024,FURGÓN
CHANGAN,M 201 CARGO AC 2024,FURGÓN
CHEVROLET,N 400 MAX 1.5 L AC P MT 2024,FURGÓN
CHEVROLET,N 400 MAX 1.5 L P MT 2024,FURGÓN
CITROEN,BERLINGO CARGO 1.6 HDI 92 BVM5 M 2024,FURGÓN
CITROEN,BERLINGO CARGO 1.6 HDI 92 BVM5 XL 2024,FURGÓN
CITROEN,JUMPER CARGO L2H2 BLUEHDI 165 S&S BVM6 2024,FURGÓN
CITROEN,JUMPER CARGO L3H2 BLUEHDI 165 S&S BVM6 2024,FURGÓN
CITROEN,JUMPER CARGO L4H2 BLUEHDI 165 S&S BVM6 2024,FURGÓN
CITROEN,JUMPY CARGO BLUEHDI 150 S&S BVM6 XL 2024,FURGÓN
FARIZON,V6E AT 2024,FURGÓN
FIAT,DUCATO MAXI CARGO L1 H1 MT 2024,FURGÓN
KYC,V3 CARGO VAN MT 2024,FURGÓN
KYC,V5 CARGO VAN MT 2024,FURGÓN
MAXUS,DELIVER 9 CARGO L2H2 2024,FURGÓN
MAXUS,EDELIVER 9 L2H2 2024,FURGÓN
MAXUS,EDELIVER 9 L3H2 2024,FURGÓN
MAXUS,G10 CARGO 2024,FURGÓN
OPEL,COMBO 1.5 TD MT 2024,FURGÓN
OPEL,MOVANO CARGO VAN L2H2 MT 2024,FURGÓN
OPEL,VIVARO 2.0 TD MT 2024,FURGÓN
PEUGEOT,BOXER FURGÓN D/C L4H2 BLUEHDI 165 2024,FURGÓN
PEUGEOT,BOXER FURGÓN L2H2 BLUEHDI 165 MT 2024,FURGÓN
PEUGEOT,BOXER FURGÓN L3H2 BLUEHDI 165 MT 2024,FURGÓN
PEUGEOT,BOXER FURGÓN L4H2 BLUEHDI 165 MT 2024,FURGÓN
PEUGEOT,EXPERT L3 BLUEHDI 145 MT 2024,FURGÓN
PEUGEOT,PARTNER L1 BLUEHDI 100 MT 2024,FURGÓN
PEUGEOT,PARTNER L1 EV AT 2024,FURGÓN
PEUGEOT,PARTNER L2 BLUEHDI 100 MT 2024,FURGÓN
PEUGEOT,TRAVELLER ACTIVE L3 8P BLUEHDI 180 EAT8 AT 2024,FURGÓN
PEUGEOT,TRAVELLER BUSINESS L3 9P BLUEHDI 145 MT 2024,FURGÓN
RAM,V 700 CITY 1.3L 2024,FURGÓN
RAM,V1000 CORTO 1.3L 2024,FURGÓN
RAM,V700 RAPID 1.4L 2024,FURGÓN
TOYOTA,HIACE CARGO L1H1 2024,FURGÓN
