MARCA,Model Name,Model URL
Hyundai,i20,https://www.autocosmos.cl/catalogo/vigente/hyundai/i20
Hyundai,Ioniq 5,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5
Hyundai,Kona,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona
Hyundai,Kona EV,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona-ev
Hyundai,Kona HEV,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona-hev
Hyundai,Palisade,https://www.autocosmos.cl/catalogo/vigente/hyundai/palisade
Hyundai,Porter,https://www.autocosmos.cl/catalogo/vigente/hyundai/porter
Hyundai,Santa Fe,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
Hyundai,Santa Fe Híbrida,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe-hibrida
Hyundai,Staria,https://www.autocosmos.cl/catalogo/vigente/hyundai/staria
Hyundai,Staria Furgón,https://www.autocosmos.cl/catalogo/vigente/hyundai/staria-furgon
Hyundai,Tucson,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
Hyundai,Tucson Híbrido,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson-hibrido
Hyundai,Venue,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue
Mg,3,https://www.autocosmos.cl/catalogo/vigente/mg/3
Mg,4,https://www.autocosmos.cl/catalogo/vigente/mg/4
Mg,5,https://www.autocosmos.cl/catalogo/vigente/mg/5
Mg,6,https://www.autocosmos.cl/catalogo/vigente/mg/6
Mg,GT,https://www.autocosmos.cl/catalogo/vigente/mg/gt
Mg,HS,https://www.autocosmos.cl/catalogo/vigente/mg/hs
Mg,Marvel R,https://www.autocosmos.cl/catalogo/vigente/mg/marvel-r
Mg,One,https://www.autocosmos.cl/catalogo/vigente/mg/one
Mg,RX5,https://www.autocosmos.cl/catalogo/vigente/mg/rx5
Mg,ZS,https://www.autocosmos.cl/catalogo/vigente/mg/zs
Mg,ZS EV,https://www.autocosmos.cl/catalogo/vigente/mg/zs-ev
Mg,ZX,https://www.autocosmos.cl/catalogo/vigente/mg/zx
Exeed,LX,https://www.autocosmos.cl/catalogo/vigente/exeed/lx
Exeed,TXL,https://www.autocosmos.cl/catalogo/vigente/exeed/txl
Exeed,VX,https://www.autocosmos.cl/catalogo/vigente/exeed/vx
Gac,EMKOO,https://www.autocosmos.cl/catalogo/vigente/gac/emkoo
Gac,EMZOOM,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom
Gac,GS3 Power,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power
Gac,GS4 Power,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power
Gac,GS8,https://www.autocosmos.cl/catalogo/vigente/gac/gs8
Haval,Dargo,https://www.autocosmos.cl/catalogo/vigente/haval/dargo
Haval,H6,https://www.autocosmos.cl/catalogo/vigente/haval/h6
Haval,H6 GT,https://www.autocosmos.cl/catalogo/vigente/haval/h6-gt
Haval,H6 Híbrido,https://www.autocosmos.cl/catalogo/vigente/haval/h6-hibrido
Haval,Jolion,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
Haval,Jolion Híbrido,https://www.autocosmos.cl/catalogo/vigente/haval/jolion-hibrido
Jeep,Commander,https://www.autocosmos.cl/catalogo/vigente/jeep/commander
Jeep,Compass,https://www.autocosmos.cl/catalogo/vigente/jeep/compass
Jeep,Compass 4xe,https://www.autocosmos.cl/catalogo/vigente/jeep/compass-4xe
Jeep,Gladiator,https://www.autocosmos.cl/catalogo/vigente/jeep/gladiator
Jeep,Grand Cherokee,https://www.autocosmos.cl/catalogo/vigente/jeep/grand-cherokee
Jeep,Grand Cherokee L,https://www.autocosmos.cl/catalogo/vigente/jeep/grand-cherokee-l
Jeep,Renegade,https://www.autocosmos.cl/catalogo/vigente/jeep/renegade
Jeep,Wrangler,https://www.autocosmos.cl/catalogo/vigente/jeep/wrangler
Jetour,Dashing,https://www.autocosmos.cl/catalogo/vigente/jetour/dashing
Jetour,T2,https://www.autocosmos.cl/catalogo/vigente/jetour/t2
Jetour,X70,https://www.autocosmos.cl/catalogo/vigente/jetour/x70
Jetour,X70 Plus,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
Jetour,X90 Plus,https://www.autocosmos.cl/catalogo/vigente/jetour/x90-plus
Kaiyi,E5,https://www.autocosmos.cl/catalogo/vigente/kaiyi/e5
Kaiyi,X3,https://www.autocosmos.cl/catalogo/vigente/kaiyi/x3
Kaiyi,X3 Pro,https://www.autocosmos.cl/catalogo/vigente/kaiyi/x3-pro
Opel,Combo,https://www.autocosmos.cl/catalogo/vigente/opel/combo
Opel,Corsa,https://www.autocosmos.cl/catalogo/vigente/opel/corsa
Opel,Crossland,https://www.autocosmos.cl/catalogo/vigente/opel/crossland
Opel,Grandland,https://www.autocosmos.cl/catalogo/vigente/opel/grandland
Opel,Mokka,https://www.autocosmos.cl/catalogo/vigente/opel/mokka
Subaru,Crosstrek,https://www.autocosmos.cl/catalogo/vigente/subaru/crosstrek
Subaru,Crosstrek Híbrido,https://www.autocosmos.cl/catalogo/vigente/subaru/crosstrek-hibrido
Subaru,Evoltis,https://www.autocosmos.cl/catalogo/vigente/subaru/evoltis
Subaru,Forester,https://www.autocosmos.cl/catalogo/vigente/subaru/forester
Subaru,Forester Híbrido,https://www.autocosmos.cl/catalogo/vigente/subaru/forester-hibrido
Subaru,Impreza Sport,https://www.autocosmos.cl/catalogo/vigente/subaru/impreza-sport
Subaru,Outback,https://www.autocosmos.cl/catalogo/vigente/subaru/outback
Subaru,WRX,https://www.autocosmos.cl/catalogo/vigente/subaru/wrx
Subaru,WRX Sportwagon,https://www.autocosmos.cl/catalogo/vigente/subaru/wrx-sportwagon
Kyc,Gran Mamut Cabina Doble,https://www.autocosmos.cl/catalogo/vigente/kyc/gran-mamut-cabina-doble
Kyc,Gran Mamut Cabina Simple,https://www.autocosmos.cl/catalogo/vigente/kyc/gran-mamut-cabina-simple
Kyc,Gran Mamut Cargo Box,https://www.autocosmos.cl/catalogo/vigente/kyc/gran-mamut-cargo-box
Kyc,X5,https://www.autocosmos.cl/catalogo/vigente/kyc/x5
Kyc,X5 Plus,https://www.autocosmos.cl/catalogo/vigente/kyc/x5-plus
