,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
16236,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1095-48-CM24,Adquisición de vehículo fiscal,2024-05-08,Aceptada,No,,(2041196) CAMIONETA NISSAN NAVARA DC SE 2.3D 4X4 MT 2024 REGIÓN X,2041196,CAMIONETA NISSAN NAVARA DC SE 2.3D 4X4 MT 2024 REGIÓN X,Automóviles,CAMIONETA,NISSAN,NAVARA DC SE 2.3D 4X4 MT 2024,29053263,1.0,29053263,CLP,29053263,0,0,29053263,"5520119,97","34573382,97",61.202.000-0,Dirección de Aeropuertos - X Región,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,O´Higgins 451 Piso 2 Pto. Montt,,Los Lagos,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Favor indicar en factura unidad de pago 1320, de lo contrario el documento será reclamado al SII. Se solicita revisar documentos adjuntos a la OC. Color blanco, incluye documentos para circulación (SOAP, permiso de circulación, inscripción, patente, etc).",30 dias contra la recepcion conforme de la factura,2091,7243,32639,32414
17346,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2026-434-CM24,Orden de Compra: 2026-434-CM24,2024-05-13,Recepcion Conforme,No,,(2041362) CAMIONETA TOYOTA HILUX DX 2.4 4X2 MT 2024 REGIÓN V,2041362,CAMIONETA TOYOTA HILUX DX 2.4 4X2 MT 2024 REGIÓN V,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X2 MT 2024,23958000,1,23958000,CLP,23958000,0,0,23958000,4552020,28510020,61.606.600-5,Servicio de Salud Viña del Mar - Quillota,SERVICIO SALUD VINA DEL MAR QUILLOTA,Limache 1307 esq. Peñablanca,Viña del Mar,Valparaíso,SERVICIO SALUD VINA DEL MAR QUILLOTA,Salud,80.522.900-4,Kovacs SpA,KOVACS SPA,,,"Orden de Compra codigo: 2026-434-CM24 dirigida a KOVACS SPA
#25891 Compra Vehiculos
Resolución Exenta N°4158 / 09-05-2024
Referente Luis Caneo Jefe Movilización
UDM  DIRECCION 
ITEM 29.03.001.001
",30 dias contra la recepcion conforme de la factura,3021,7153,23711,24161
17443,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,696961-5-CM24,Orden de Compra: 696961-5-CM24,2024-05-09,Aceptada,No,,(2045933) SUV NISSAN X-TRAIL ADVANCE CVT 3ROW 2024 REGIÓN IX,2045933,SUV NISSAN X-TRAIL ADVANCE CVT 3ROW 2024 REGIÓN IX,Automóviles,SUV,NISSAN,X-TRAIL ADVANCE CVT 3ROW 2024,24989944,1,24989944,CLP,24989944,0,185000,25174944,"4783239,36","29958183,36",61.935.400-1,FR ARAUCANIA,MINISTERIO PUBLICO,F.BILBAO Nº 780,Temuco,Araucanía,Ministerio Publico,Legislativo y judicial,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 696961-5-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A. Vehiculo con documentacion apta para circulacion incluida.,30 dias contra la recepcion conforme de la factura,696961,224060,32639,32414
19683,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4494-348-CM24,CAMIONETAS PARA DEPENDENCIAS MUNICIPALES ,2024-05-28,Aceptada,Si,71577.0,(2041399) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII 2041399,2041399,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,27272714,10,272727140,CLP,272727140,0,0,272727140,"51818156,6","324545296,6",69.150.500-6,Municipalidad,I MUNICIPALIDAD DE PENCO,O'Higgins # 500,Penco,Bío-Bío,I MUNICIPALIDAD DE PENCO,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,Antofagasta,Región de Antofagasta ,"ADQUISICIÓN DE 10 CAMIONETAS TOYOTA HILUX 4X4 2.4 LDX DOBLE CABINA, DESTINADAS A LA COMUNA DE PENCO.
PLAZO ENTREGA  20 DÍAS HÁBILES DESDE QUE APRUEBA GOBIERNO REGIONAL DEL BIO-BIO 
Y SEGÚN LO ESTIPULADO EN ACUERDO COMPLEMENTARIO.",30 dias contra la recepcion conforme de la factura,5410,142575,26569,26778
21006,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4355-469-CM24,Orden de Compra: 4355-469-CM24,2024-05-08,Aceptada,No,,(2048537) CAMIONETA GREAT WALL POER 4X4 ELITE PANT 2024 REGIÓN VI,2048537,CAMIONETA GREAT WALL POER 4X4 ELITE PANT 2024 REGIÓN VI,Automóviles,CAMIONETA,GREAT WALL,POER 4X4 ELITE PANT 2024,18289916,1,18289916,CLP,18289916,0,0,18289916,"3475084,04","21765000,04",69.030.600-k,Adquisiones,I MUNICIPALIDAD DE FREIRINA,Ohiggins 1016,Freirina,Atacama,I MUNICIPALIDAD DE FREIRINA,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 4355-469-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 dias contra la recepcion conforme de la factura,5272,135567,976986,184380
21024,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4451-236-CM24,ADQUISICION DE CAMIONETA 4X4 TOYOTA HILUX,2024-05-08,Recepcion Conforme,No,,(2041398) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VII,2041398,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VII,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819000,1,26819000,CLP,26819000,0,0,26819000,5095610,31914610,69.110.500-8,UNIDAD DE COMPRAS MUNICIPALES,I MUNICIPALIDAD DE SAN CLEMENTE,CARLOS SILVA RENARD N° 792,,Maule,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,80.522.900-4,Kovacs SpA,KOVACS SPA,,,"SE REQUIERE ADQUIRIR CAMIONETA TOYOTA HILUX 4X4, EN ATENCION A SC 428/2024, DEPARTAMENTO ASEO Y ORNATO",30 dias contra la recepcion conforme de la factura,5367,93774,23711,24161
21124,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2288-317-CM24,Orden de Compra: 2288-317-CM24,2024-05-08,Recepcion Conforme,No,,(2041529) CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN IV,2041529,CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN IV,Automóviles,CAMIONETA,JMC,VIGUS NEW WORK 4X4 MT 2024,14390000,1,14390000,CLP,14390000,0,0,14390000,2734100,17124100,69.041.300-0,ILUSTRE MUNICIPALIDAD DE CANELA,I MUNICIPALIDAD DE CANELA,Luis Infante 520 Canela,Canela,Coquimbo,I MUNICIPALIDAD DE CANELA,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,Orden de Compra codigo: 2288-317-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA,30 dias contra la recepcion conforme de la factura,3282,84473,26569,26778
21723,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1606-123-CM24,Adquisición para el Jefe de Servicio de vehículo TUCSON NX4 2.0 AT PLUS.,2024-05-08,Recepcion Conforme,No,,(2047261) SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V,2047261,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT PLUS  2024,18871425,1,18871425,CLP,18871425,0,0,18871425,"3585570,75","22456995,75",60.108.000-1,AGCID,AGENCIA CHILENA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO,"Teatinos 180, piso 8",Santiago,Arica y Parinacota,AGENCIA CHILENA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO,"Gob. Central, Universidades",79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"Adquisición para el Jefe de Servicio de vehículo TUCSON NX4 2.0 AT PLUS.
",30 dias contra la recepcion conforme de la factura,2602,7086,32636,32413
22563,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4951-123-CM24,Orden de Compra: 4951-123-CM24,2024-05-08,Aceptada,No,,(2042539) CAMIONETA MAXUS T60 E6 GLX 4X4 AT 2024 REGIÓN X,2042539,CAMIONETA MAXUS T60 E6 GLX 4X4 AT 2024 REGIÓN X,Automóviles,CAMIONETA,MAXUS,T60 E6 GLX 4X4 AT 2024,23529411,1,23529411,CLP,23529411,0,0,23529411,"4470588,09","27999999,09",69.210.400-5,IMUNICIPALIDAD DE PUERTO OCTAY DEPTO. SOCIAL,I MUNICIPALIDAD PUERTO OCTAY,ESPERANZA 555,Puerto Octay,Los Lagos,I MUNICIPALIDAD PUERTO OCTAY,Municipalidades,79.649.970-2,SERVIMAQ SPA,AUTOMOTRIZ SERVIMAQ SPA,,,Orden de Compra codigo: 4951-123-CM24 dirigida a AUTOMOTRIZ SERVIMAQ SPA,30 dias contra la recepcion conforme de la factura,5865,104899,100329,97856
23021,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4848-153-CM24,COMPRA DE CAMIONETAS TOYOTA HILUX PARA LA DIRECCION DE SALUD EL TABO,2024-05-09,Recepcion Conforme,No,,(2043079) CAMIONETA TOYOTA HILUX DX DC 2.4 4X4 MT 2024 REGIÓN V,2043079,CAMIONETA TOYOTA HILUX DX DC 2.4 4X4 MT 2024 REGIÓN V,Automóviles,CAMIONETA,TOYOTA,HILUX DX DC 2.4 4X4 MT 2024,25503697,2,51007394,CLP,51007394,0,0,51007394,"9691404,86","60698798,86",69.073.700-0,Departamento de Salud,I MUNICIPALIDAD DE EL TABO,POETA JONAS 85 EL TABO,El Tabo,Valparaíso,Ilustre Municipalidad de El Tabo,Municipalidades,80.522.900-4,Kovacs SpA,KOVACS SPA,,,Orden de Compra codigo: 4848-153-CM24 dirigida a KOVACS SPA,30 dias contra la recepcion conforme de la factura,5762,7066,23711,24161
23171,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2675-335-CM24,VEHICULO PARA MUNICIPALIDAD DE MOSTAZAL,2024-05-09,Aceptada,No,,(2042825) CAMIONETA CHEVROLET MONTANA 1.2 T LTZ AT 2024 REGIÓN VI,2042825,CAMIONETA CHEVROLET MONTANA 1.2 T LTZ AT 2024 REGIÓN VI,Automóviles,CAMIONETA,CHEVROLET,MONTANA 1.2 T LTZ AT 2024,16407775,1,16407775,CLP,16407775,0,0,16407775,"3117477,25","19525252,25",69.080.500-6,I MUNICIPALIDAD DE MOSTAZAL,I MUNICIPALIDAD DE MOSTAZAL,Plaza de Armas   S/N,Mostazal,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE MOSTAZAL,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"- SE DEBE ENVIAR COPIA DE FACTURA Y DATOS
BANCARIOS A LOS CORREOS INDICADOS EN OC: LGALVEZ@MOSTAZAL.CL-NARANEDA@MOSTAZAL.CL

Orden de Compra código: 2675-335-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA",30 dias contra la recepcion conforme de la factura,3664,99101,26569,26778
23174,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4951-125-CM24,Orden de Compra: 4951-125-CM24,2024-05-09,Aceptada,No,,(2042576) CAMIONETA MAXUS T90 E6 4X4 AT 2024 REGIÓN XIV,2042576,CAMIONETA MAXUS T90 E6 4X4 AT 2024 REGIÓN XIV,Automóviles,CAMIONETA,MAXUS,T90 E6 4X4 AT 2024,23529412,1,23529412,CLP,23529412,0,0,23529412,"4470588,28","28000000,28",69.210.400-5,IMUNICIPALIDAD DE PUERTO OCTAY DEPTO. SOCIAL,I MUNICIPALIDAD PUERTO OCTAY,ESPERANZA 555,Puerto Octay,Los Lagos,I MUNICIPALIDAD PUERTO OCTAY,Municipalidades,79.649.970-2,SERVIMAQ SPA,AUTOMOTRIZ SERVIMAQ SPA,,,"Orden de Compra codigo: 4951-125-CM24 dirigida a AUTOMOTRIZ SERVIMAQ SPA. 
La dirección de factura debe ser Esperanza 555, Puerto Octay, Región de Los Lagos.",30 dias contra la recepcion conforme de la factura,5865,104899,100329,97856
23270,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2675-337-CM24,AUTOMOVIL PARA LA MUNICIPALIDAD DE MOSTAZAL,2024-05-09,Aceptada,No,,(2050322) SEDÁN HYUNDAI GRAND I10 AI3 1.2 PLUS FL 2024 REGIÓN VI,2050322,SEDÁN HYUNDAI GRAND I10 AI3 1.2 PLUS FL 2024 REGIÓN VI,Automóviles,SEDÁN,HYUNDAI ,GRAND I10 AI3 1.2 PLUS FL 2024,9917395,2,19834790,CLP,19834790,0,0,19834790,"3768610,1","23603400,1",69.080.500-6,I MUNICIPALIDAD DE MOSTAZAL,I MUNICIPALIDAD DE MOSTAZAL,Plaza de Armas   S/N,Mostazal,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE MOSTAZAL,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"- SE DEBE ENVIAR COPIA DE FACTURA Y DATOS
BANCARIOS A LOS CORREOS INDICADOS EN OC: LGALVEZ@MOSTAZAL.CL-NARANEDA@MOSTAZAL.CL

Orden de Compra código: 2675-337-CM24 dirigida a AUTOMOTORES GILDEMEISTER SPA",30 dias contra la recepcion conforme de la factura,3664,99101,32636,32413
24346,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1493-518-CM24,Orden de Compra: 1493-518-CM24 PARA PATRULLAJE PREVENTIVO SEGURIDAD,2024-05-09,Aceptada,No,,(2042493) CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN XVI,2042493,CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN XVI,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X4 MT 2024,19828900,1,19828900,CLP,19828900,0,0,19828900,3767491,23596391,69.140.800-0,I MUNICIPALIDAD DE SAN NICOLAS,I MUNICIPALIDAD DE SAN NICOLAS,Arturo Prat 202 - San Nicolás,San Nicolás,Ñuble,Ilustre Municipalidad de San Nicolás,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Orden de Compra codigo: 1493-518-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A., COLOR BLANCO Y DOCUMENTACION.",30 dias contra la recepcion conforme de la factura,2489,7158,32639,32414
26814,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,822-12-CM24,Adquisición Vehiculos SUV,2024-05-09,Aceptada,Si,71608.0,(2047261) SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V 2047261,2047261,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT PLUS  2024,18904790,5,94523950,CLP,94523950,0,0,94523950,"17959550,5","112483500,5",61.202.000-0,Dirección de Arquitectura - V Región,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Melgarejo N° 669 piso 13,Valparaíso,Valparaíso,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"Adquisicion de 5 vehiculos SUV HYUNDAI TUCSON NX4 2.0 PLUS AT 2024
ID: 2047263
",30 dias contra la recepcion conforme de la factura,1818,7245,32636,32413
28572,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3326-192-CM24,ADQUISICIÓN DE 01 MINIBUS PARA EL DEPARTAMENTO ANTIDROGAS O.S.7,2024-05-15,Recepcion Conforme,No,,(2050932) MINIBUS MAXUS G90 MINIBUS ELITE 6+1 2024 REGIÓN RM,2050932,MINIBUS MAXUS G90 MINIBUS ELITE 6+1 2024 REGIÓN RM,Minibuses,MINIBUS,MAXUS,G90 MINIBUS ELITE 6+1 2024,26960700,1,26960700,CLP,26960700,0,0,26960700,5122533,32083233,61.938.500-4,Depto.Transportes L.3,DIRECCION DE LOGISTICA DE CARABINEROS,Vivaceta Nro. 2700,Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"Orden de Compra codigo: 3326-192-CM24 dirigida a MARITANO Y EBENSPERGER LTDA
DATOS DE FACTURACIÓN:
DOMICILIO: AV. LIBERTADOR BERNARDO OHIGGINS NRO. 1196, SANTIAGO.
RUT: 60.505.000-K.
RAZÓN SOCIAL: DIRECCIÓN GENERAL DE CARABINEROS.
GIRO: DEFENSA",30 dias contra la recepcion conforme de la factura,4247,113812,62896,61164
28810,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1355402-3-CM24,Orden de Compra: 1355402-3-CM24,2024-05-10,Aceptada,No,,(2048637) CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,2048637,CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,Automóviles,CAMIONETA,GREAT WALL,WINGLE 7 4X2 ELITE 2024,12410800,1,12410800,CLP,12410800,0,0,12410800,2358052,14768852,65.157.825-6,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,San Pablo 5959,Lo Prado,Metropolitana,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,Otros,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 1355402-3-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 dias contra la recepcion conforme de la factura,1355402,1939696,976986,184380
29524,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3597-406-CM24,Orden de Compra: 3597-406-CM24,2024-05-13,Recepcion Conforme,No,,(2043197) CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,2043197,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,Automóviles,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,22412437,1,22412437,CLP,22412437,0,0,22412437,"4258363,03","26670800,03",69.040.500-8,Ilustre Municipalidad de Vicuña,I MUNICIPALIDAD DE VICUNA,"San Martín  275, Vicuña",Vicuña,Coquimbo,I MUNICIPALIDAD DE VICUNA,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Adquisición de Camioneta Kia Frontier, solicitada por la unidad de Movilización.",30 dias contra la recepcion conforme de la factura,4517,115303,32639,32414
32162,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3232-500-CM24,Orden de Compra: 3232-500-CM24,2024-05-13,Recepcion Conforme,No,,(2043181) CAMIONETA KIA FRONTIER P/UP LX 2.5L AV AB MT 2024 REGIÓN V,2043181,CAMIONETA KIA FRONTIER P/UP LX 2.5L AV AB MT 2024 REGIÓN V,Automóviles,CAMIONETA,KIA,FRONTIER P/UP LX 2.5L AV AB MT 2024,21168908,1,21168908,CLP,43094118,0,0,43094118,"8187882,42","51282000,42",69.073.500-8,I MUNICIPALIDAD DE SANTO DOMINGO,I MUNICIPALIDAD DE SANTO DOMINGO,PLAZA DEL CABILDO S/NUMERO,,Valparaíso,I MUNICIPALIDAD DE SANTO DOMINGO,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3232-500-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,4153,113981,32639,32414
32163,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3232-500-CM24,Orden de Compra: 3232-500-CM24,2024-05-13,Recepcion Conforme,No,,(2043198) CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN V,2043198,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN V,Automóviles,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,21925210,1,21925210,CLP,43094118,0,0,43094118,"8187882,42","51282000,42",69.073.500-8,I MUNICIPALIDAD DE SANTO DOMINGO,I MUNICIPALIDAD DE SANTO DOMINGO,PLAZA DEL CABILDO S/NUMERO,,Valparaíso,I MUNICIPALIDAD DE SANTO DOMINGO,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3232-500-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,4153,113981,32639,32414
32883,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1409-47-CM24,Orden de Compra: 1409-47-CM24,2024-05-15,Recepcion Conforme,No,,(2041400) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN X,2041400,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN X,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819160,2,53638320,CLP,53638320,0,0,53638320,"10191280,8","63829600,8",61.104.000-8,UNIDAD DE COMPRA PUERTO MONTT,DIRECCION GENERAL DE AERONAUTICA CIVIL,Aeropuerto El Tepual,Puerto Montt,Los Lagos,Dirección General de Aeronáutica Civil,"Gob. Central, Universidades",84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"Orden de Compra codigo: 1409-47-CM24 dirigida a BRUNO FRITSCH S.A.

LA DGAC RETIENE POR TODAS LAS COMPRAS UN IMPUESTO DEL 2% SOBRE EL TOTAL FACTURADO, DE ACUERDO AL ART. 37 DE LA LEY N° 16.752.-

-	El material sólo debe ser entregado junto a guía de despa",30 dias contra la recepcion conforme de la factura,2405,7202,24507,24823
35210,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,978-142-CM24,Orden de Compra: 978-142-CM24,2024-05-15,Recepcion Conforme,No,,(2053127) SUV HAVAL H6 ELITE 2WD AT 2024 REGIÓN RM,2053127,SUV HAVAL H6 ELITE 2WD AT 2024 REGIÓN RM,Automóviles,SUV,HAVAL,H6 ELITE 2WD AT 2024,18083025,2,36166050,CLP,36166050,0,0,36166050,"6871549,5","43037599,5",61.202.000-0,Dirección de Obras Portuarias - MOP,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,"Morandé 59, 4° piso Of. 433",Santiago Centro,Arica y Parinacota,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Orden de Compra codigo: 978-142-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA.

Incluir en la glosa de la factura código 2240",30 dias contra la recepcion conforme de la factura,1974,7246,976986,184380
35568,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2229-31-CM24,Orden de Compra: 2229-31-CM24,2024-05-14,Recepcion Conforme,No,,(2047261) SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V,2047261,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS  2024 REGIÓN V,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT PLUS  2024,18871425,1,18871425,CLP,18871425,0,0,18871425,"3585570,75","22456995,75",61.941.900-6,Defensoría Regional V Región,DEFENSORIA PENAL PUBLICA,OHiggins 1260,,Valparaíso,Defensoría Penal Pública,"Gob. Central, Universidades",79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 2229-31-CM24 dirigida a AUTOMOTORES GILDEMEISTER SPA,30 dias contra la recepcion conforme de la factura,3223,7034,32636,32413
35714,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2436-644-CM24,"Adquisición camioneta frontier, necesaria para Dirección de Transito",2024-05-14,Aceptada,No,,(2043200) CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN VII,2043200,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN VII,Automóviles,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,22168824,1,22168824,CLP,22168824,0,0,22168824,"4212076,56","26380900,56",69.100.100-8,IMUNI_CURICOADQUISICIONES,I MUNICIPALIDAD DE CURICO,Estado  279,Curicó,Maule,I.Municipalidad de Curicó,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Dirección de Transito requiere la adquisición de camioneta Frontier D/C Lx2.5L 6mt av ab, necesario para oficina de señalización y demarcación vial, según spn°324801",30 dias contra la recepcion conforme de la factura,3428,87838,32639,32414
35732,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2424-678-CM24,CAMIONETA DOBLE CABINA/SECCION ASEO/NFO/1859,2024-05-27,Recepcion Conforme,No,,(2041566) CAMIONETA JMC VIGUS NEW PLUS 4X4 MT 2024 REGIÓN V,2041566,CAMIONETA JMC VIGUS NEW PLUS 4X4 MT 2024 REGIÓN V,Automóviles,CAMIONETA,JMC,VIGUS NEW PLUS 4X4 MT 2024,16191000,1,16191000,CLP,16191000,0,0,16191000,3076290,19267290,69.061.000-0,I MUNICIPALIDAD DE VINA DEL MAR,I MUNICIPALIDAD DE VINA DEL MAR,ARLEGUI  N°615 3° PISO,Viña del Mar,Valparaíso,I.MUNICIPALIDAD DE VIÑA DEL MAR,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 2424-678-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,3416,87399,32639,32414
