,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
1877,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,750998-135-CM24,SUV Nissan Kicks Sense MT 2024,2024-06-04,Recepcion Conforme,No,,(2045747) SUV NISSAN KICKS SENSE MT 2024 REGIÓN RM,2045747,SUV NISSAN KICKS SENSE MT 2024 REGIÓN RM,Automóviles,SUV,NISSAN,KICKS SENSE MT 2024,12990000.0,1.0,12990000.0,CLP,12990000.0,0.0,0.0,12990000.0,2468100.0,15458100.0,69.255.100-1,Departamento de Licitaciones,I MUNICIPALIDAD DE LO ESPEJO,Av. Central Cardenal Raúl Silva Henríquez N° 8321,Lo Espejo,Metropolitana,I. MUNICIPALIDAD DE LO ESPEJO,Municipalidades,80.522.900-4,Kovacs SpA,KOVACS SPA,,,"Solicitud de Materiales N° 1, de fecha 30/05/2024 de la Dirección de Servicios Generales.
Resolución N° 1400/L-697/2024 de fecha 30/05/2024.
",30 dias contra la recepcion conforme de la factura,750998,86518,23711,24161
2425,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3683-57-CM24,Orden de Compra: 3683-57-CM24,2024-06-12,Recepcion Conforme,No,,(2050781) MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN VI,2050781,MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN VI,Minibuses,MINIBUS,MAXUS,G10 MINIBUS 9+1 E6 2024,22851000.0,1.0,22851000.0,CLP,22851000.0,0.0,0.0,22851000.0,4341690.0,27192690.0,69.080.800-5,Administracion y Finanzas,I MUNICIPALIDAD DE LAS CABRAS,"José Miguel Carrera 355, Las Cabras, VI Región ",Las Cabras,Lib. Gral. Bdo. O'Higgins,Ilustre Municipalidad de Las Cabras,Municipalidades,76.005.909-9,Comercial Motores de los Andes SpA,COMERCIAL MOTORES DE LOS ANDES SPA,,,"Orden de Compra código: 3683-57-CM24 dirigida a COMERCIAL MOTORES DE LOS ANDES SPA

Decreto N° 1335 Aprueba Convenio Marco de fecha 11 de Junio de 2024.",30 dias contra la recepcion conforme de la factura,4603,116296,514925,1034741
2518,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3208-169-CM24,ADQUISICION DE VEHÍCULO ADMINISTRATIVO PARA LA G.M.IQUE.,2024-06-03,Recepcion Conforme,No,,(2047238) SUV HYUNDAI TUCSON NX4 2.0 4WD AT PLUS  2024 REGIÓN I,2047238,SUV HYUNDAI TUCSON NX4 2.0 4WD AT PLUS  2024 REGIÓN I,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 4WD AT PLUS  2024,21014874.0,1.0,21014874.0,CLP,21014874.0,0.0,0.0,21014874.0,3992826.06,25007700.06,61.102.083-K,GOBERNACION MARITIMA DE IQUIQUE,GOBERNACION MARITIMA DE IQUIQUE,JORGE BARRERA 98,Iquique,Tarapacá,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,FUENTE DE FINANCIAMIENTO: LEY DE NAVEGACIÓN. ,30 dias contra la recepcion conforme de la factura,4129,111875,32636,32413
3141,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3559-39-CM24,"Adquisición de camioneta automática, BT-50 CORE 4X4; 3559-39-CM24",2024-06-07,Aceptada,No,,(2048928) CAMIONETA MAZDA BT-50 CORE 4X4 AT 2024 REGIÓN VI,2048928,CAMIONETA MAZDA BT-50 CORE 4X4 AT 2024 REGIÓN VI,Automóviles,CAMIONETA,MAZDA,BT-50 CORE 4X4 AT 2024,28983866.0,1.0,28983866.0,CLP,28983866.0,0.0,0.0,28983866.0,5506934.54,34490800.54,69.110.800-7,SECPLAN,I MUNICIPALIDAD DE PENCAHUE,ALEJANDRO CRUZ VERGARA 891,Pencahue,Maule,I MUNICIPALIDAD DE PENCAHUE,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 3559-39-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 dias contra la recepcion conforme de la factura,4479,115166,976986,184380
4177,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4388-74-CM24,SGI-Adquisición de camionetas,2024-06-10,Aceptada,Si,71698.0,(2048535) CAMIONETA GREAT WALL POER 4X4 ELITE PANT 2024 REGIÓN RM 2048535,2048535,CAMIONETA GREAT WALL POER 4X4 ELITE PANT 2024 REGIÓN RM,Automóviles,CAMIONETA,GREAT WALL,POER 4X4 ELITE PANT 2024,18850800.0,7.0,131955600.0,CLP,131955600.0,0.0,0.0,131955600.0,25071564.0,157027164.0,60.511.000-2,Serv. de Gobierno Interior - Nivel Central,Servicio de Gobierno Interior,Teatinos 92 piso 6,Santiago,Metropolitana,SUBSECRETARIA DEL INTERIOR,"Gob. Central, Universidades",86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Adquisición de 7 camionetas similar o superior a Great Wall Poer 4x4 Elite Pant 2024, incluye documentación de los vehículos. Lugar de entrega en bodegas del proveedor, fecha a convenir.

Coordinar entrega con Marcelo Medina al correo vehiculos@interior",30 dias contra la recepcion conforme de la factura,5304,6944,976986,184380
4659,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3138-76-CM24,ADQUISICIÓN DE VEHÍCULOS ADMINISTRATIVOS,2024-06-03,Recepcion Conforme,No,,(2056510) SUV TOYOTA COROLLA CROSS HEV SEG 1.8 HEV AT 2024 REGIÓN RM,2056510,SUV TOYOTA COROLLA CROSS HEV SEG 1.8 HEV AT 2024 REGIÓN RM,Automóviles,SUV,TOYOTA,COROLLA CROSS HEV SEG 1.8 HEV AT 2024,22509882.0,2.0,45019764.0,CLP,45019764.0,0.0,0.0,45019764.0,0.0,45019764.0,61.953.100-0,DIRECCION DE INGENIERIA DE SISTEMAS NAVALES,DIRECCION DE INGENIERIA DE SISTEMAS NAVALES,"PRAT 620, QUINTO PISO",Valparaíso,Valparaíso,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,80.522.900-4,Kovacs SpA,KOVACS SPA,,,"FACTURACIÓN:
Dirección General de los Servicios de la Armada.
RUT. 61.102.003-1
DIRECCIÓN: PRAT N°620
GIRO: ARMADA
FACTURA PESOS EXENTA DE I.V.A.
PLAZO ENTREGA: 30 DÍAS HÁBILES MÁXIMO. EL 12 DE JULIO 2024.",30 dias contra la recepcion conforme de la factura,4059,111875,23711,24161
5836,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,926-126-CM24,ADQUISICIÓN DE VEHÍCULO INSTITUCIONAL ,2024-06-06,Recepcion Conforme,No,,(2046308) SUV KIA  SPORTAGE EX 2.0L 6MT GSL 2024 REGIÓN RM,2046308,SUV KIA  SPORTAGE EX 2.0L 6MT GSL 2024 REGIÓN RM,Automóviles,SUV,KIA,SPORTAGE EX 2.0L 6MT GSL 2024,18521848.0,1.0,18521848.0,CLP,18521848.0,0.0,0.0,18521848.0,3519151.12,22040999.12,61.959.700-1,DIRECTORIO DE TRANSPORTES DE SANTIAGO - MTT,DIRECTORIO DE TRANSPORTE DE SANTIAGO,Moneda 975 cuarto piso ,Santiago,Metropolitana,Subsecretaría de Transportes,"Gob. Central, Universidades",81.318.700-0,POMPEYO CARRASCO Y CIA. LTDA.,POMPEYO CARRASCO SPA,,,"La aceptación de la OC es una declaración de que al proveedor no le aplican las prohibiciones del art 4 Ley 19886; arts 8 N°2 y 10 Ley 20393; inc. 2 art 26 lt d, DL 211
ITEM PRESUPUESTARIO: 29.03",30 dias contra la recepcion conforme de la factura,1922,7007,23875,24306
6004,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3326-228-CM24,"ADQUISICIÓN DE 01 CAMIONETA PARA LA SECCIÓN AÉREA ARAUCANÍA, A TRAVÉS DEL FONDO ROTATIVO DE ABASTECIMIENTO (F.O.R.A.)",2024-06-04,Recepcion Conforme,No,,(2042670) CAMIONETA SSANGYONG MUSSO GLX 2.2TD 4X4 MT 2024 REGIÓN RM,2042670,CAMIONETA SSANGYONG MUSSO GLX 2.2TD 4X4 MT 2024 REGIÓN RM,Automóviles,CAMIONETA,SSANGYONG,MUSSO GLX 2.2TD 4X4 MT 2024,21111200.0,1.0,21111200.0,CLP,21111200.0,0.0,0.0,21111200.0,0.0,21111200.0,61.938.500-4,Depto.Transportes L.3,DIRECCION DE LOGISTICA DE CARABINEROS,Vivaceta Nro. 2700,Independencia,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,Orden de Compra codigo: 3326-228-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA,30 dias contra la recepcion conforme de la factura,4247,113812,26569,26778
6005,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3185-91-CM24,ADQUIRIR VEHÍCULO ADMINISTRATIVO MARITGOBARI,2024-06-03,Recepcion Conforme,No,,(2047238) SUV HYUNDAI TUCSON NX4 2.0 4WD AT PLUS  2024 REGIÓN I,2047238,SUV HYUNDAI TUCSON NX4 2.0 4WD AT PLUS  2024 REGIÓN I,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 4WD AT PLUS  2024,21014874.0,1.0,21014874.0,CLP,21014874.0,0.0,0.0,21014874.0,3992826.06,25007700.06,61.102.001-5,GOBERNACION MARITIMA DE ARICA,GOBERNACION MARITIMA DE ARICA,MAXIMO LIRA 315,Arica,Arica y Parinacota,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"ADQUIRIR VEHÍCULO ADMINISTRATIVO PARA LA GOBERNACIÓN MARÍTIMA DE ARICA, SEGÚN LO INDICADO EN ANEXO TÉCNICO ADJUNTO",30 dias contra la recepcion conforme de la factura,4106,111875,32636,32413
6254,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3174-145-CM24,ADQUISICIÓN DE VEHÍCULO G.M. ANTOFAGASTA,2024-06-03,Recepcion Conforme,No,,(2041918) CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN II,2041918,CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN II,Automóviles,CAMIONETA,SSANGYONG,MUSSO GRAND GLX 2.2TD 4X2 AT 2024,21111200.0,1.0,21111200.0,CLP,21111200.0,0.0,0.0,21111200.0,4011128.0,25122328.0,61.102.045-7,GOBERNACION MARITIMA DE ANTOFAGASTA,GOBERNACION MARITIMA DE ANTOFAGASTA,AVDA. GRECIA 1946,Antofagasta,Antofagasta,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,ADQUISICIÓN DE VEHÍCULO PARA TAREAS ADMINISTRATIVAS DE LA GOBERNACIÓN MARÍTIMA DE ANTOFAGASTA,30 dias contra la recepcion conforme de la factura,4095,111875,26569,26778
6487,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3202-139-CM24,"VEHÍCULO ADMINISTRATIVO, GOBERNACIÓN MARÍTIMA DE CASTRO",2024-06-03,Recepcion Conforme,No,,(2041930) CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN XIV,2041930,CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN XIV,Automóviles,CAMIONETA,SSANGYONG,MUSSO GRAND GLX 2.2TD 4X2 AT 2024,21111200.0,1.0,21111200.0,CLP,21111200.0,0.0,0.0,21111200.0,4011128.0,25122328.0,61.102.120-8,GOBERNACION MARITIMA DE CASTRO,GOBERNACION MARITIMA DE CASTRO,CALLE PEDRO MONTT Nº 85,Castro,Los Lagos,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"ENTREGAR EN SUCURSAL PUERTO MONTT.
INCLUIR SIGUIENTE DOCUMENTACIÓN.
- PRIMERA INSCRIPCIÓN R.V.M. A NOMBRE DE LA DIRECCIÓN GENERAL DEL TERRITORIO MARITIMO Y DE MARINA MERCANTE RUT 61.102.014-7.
- SEGURO OBLIGATORIO DE ACCIDENTES PERSONALES.
- CERTIFICADO D",30 dias contra la recepcion conforme de la factura,4123,111875,26569,26778
8380,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1593-233-CM24,Adquisición 3 Subaru Crosstrek / CBS-5790-2024,2024-06-04,Recepcion Conforme,Si,71859.0,(2055779) SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN RM 2055779,2055779,SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN RM,Automóviles,SUV,SUBARU,CROSSTREK 2.0I AWD CVT AT 2024,19320000.0,1.0,19320000.0,CLP,58130000.0,0.0,0.0,58130000.0,11044700.0,69174700.0,61.221.000-4,Superintendencia de Servicios Sanitarios - SISS,Superintendencia de Servicios Sanitarios,"Moneda N° 673, Piso 7",Santiago,Metropolitana,Superintendencia de Servicios Sanitarios,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,Concepción,Región del Biobío ,"Adquisición de 3 Subaru Crosstrek con despacho en RM, Biobío y Los Lagos. Inspector fiscal Sr. Aldo Bel González.  Factura debe emitirse una vez prestado el servicio, remitirlo al correo electrónico dipresrecepcion@custodium.com junto al XML y contra rece",30 dias contra la recepcion conforme de la factura,2589,7192,32639,32414
8381,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1593-233-CM24,Adquisición 3 Subaru Crosstrek / CBS-5790-2024,2024-06-04,Recepcion Conforme,Si,71859.0,(2055783) SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN VIII 2055783,2055783,SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN VIII,Automóviles,SUV,SUBARU,CROSSTREK 2.0I AWD CVT AT 2024,19280000.0,1.0,19280000.0,CLP,58130000.0,0.0,0.0,58130000.0,11044700.0,69174700.0,61.221.000-4,Superintendencia de Servicios Sanitarios - SISS,Superintendencia de Servicios Sanitarios,"Moneda N° 673, Piso 7",Santiago,Metropolitana,Superintendencia de Servicios Sanitarios,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,Concepción,Región del Biobío ,"Adquisición de 3 Subaru Crosstrek con despacho en RM, Biobío y Los Lagos. Inspector fiscal Sr. Aldo Bel González.  Factura debe emitirse una vez prestado el servicio, remitirlo al correo electrónico dipresrecepcion@custodium.com junto al XML y contra rece",30 dias contra la recepcion conforme de la factura,2589,7192,32639,32414
8382,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1593-233-CM24,Adquisición 3 Subaru Crosstrek / CBS-5790-2024,2024-06-04,Recepcion Conforme,Si,71859.0,(2055784) SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN X 2055784,2055784,SUV SUBARU CROSSTREK 2.0I AWD CVT AT 2024 REGIÓN X,Automóviles,SUV,SUBARU,CROSSTREK 2.0I AWD CVT AT 2024,19530000.0,1.0,19530000.0,CLP,58130000.0,0.0,0.0,58130000.0,11044700.0,69174700.0,61.221.000-4,Superintendencia de Servicios Sanitarios - SISS,Superintendencia de Servicios Sanitarios,"Moneda N° 673, Piso 7",Santiago,Metropolitana,Superintendencia de Servicios Sanitarios,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,Concepción,Región del Biobío ,"Adquisición de 3 Subaru Crosstrek con despacho en RM, Biobío y Los Lagos. Inspector fiscal Sr. Aldo Bel González.  Factura debe emitirse una vez prestado el servicio, remitirlo al correo electrónico dipresrecepcion@custodium.com junto al XML y contra rece",30 dias contra la recepcion conforme de la factura,2589,7192,32639,32414
8546,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3193-206-CM24,ADQ. VEHICULO FISCAL PARA GM. TALCAHUANO,2024-06-04,Recepcion Conforme,No,,(2041926) CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN VIII,2041926,CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN VIII,Automóviles,CAMIONETA,SSANGYONG,MUSSO GRAND GLX 2.2TD 4X2 AT 2024,21111200.0,1.0,21111200.0,CLP,21111200.0,0.0,0.0,21111200.0,4011128.0,25122328.0,61.102.102-K,GOBERNACION MARITIMA DE TALCAHUANO,GOBERNACION MARITIMA DE TALCAHUANO,ALMIRANTE VILLARROEL N°107,Talcahuano,Bío-Bío,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"DEBE INCLUIR SIGUIENTE DOCUMENTACION:
- 1° INSCRIPCION R.V.M. A DIRECCION GENERAL DEL TERRITORIO MARITIMO Y DE MARINA MERCANTE RUT 
 61.102.014-7.
- SOAP
- CERTIFICADO DE HOMOLOGACION .
- PERMISO DE CIRCULACIÓN.
- IMPUESTO VERDE.",30 dias contra la recepcion conforme de la factura,4114,111875,26569,26778
8865,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3250-301-CM24,MARITGOBPMO-ADQUSICIÓN DE VEHÍCULO ADMINISTRATIVO PARA GOBERNACIÓN MARITIMA DE PUERTO MONTT ,2024-06-04,Recepcion Conforme,No,,(2041930) CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN XIV,2041930,CAMIONETA SSANGYONG MUSSO GRAND GLX 2.2TD 4X2 AT 2024 REGIÓN XIV,Automóviles,CAMIONETA,SSANGYONG,MUSSO GRAND GLX 2.2TD 4X2 AT 2024,21111200.0,1.0,21111200.0,CLP,21111200.0,0.0,0.0,21111200.0,4011128.0,25122328.0,61.102.046-5,GOBERNACION MARITIMA DE PUERTO MONTT,GOBERNACION MARITIMA DE PUERTO MONTT,AV. ANGELMO 2201,Puerto Montt,Los Lagos,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"SR. PROVEEDOR UD DEBE:
1.- ACEPTAR LA ORDEN DE COMPRA ANTES DE EFECTUAR EL SERVICIO Y DE EMITIR LA FACTURA.
2.-ENTREGAR LOS DATOS BANCARIOS PARA EFECTUAR EL PAGO DE LA FACTURA EMITIDA POR ESTE SERVICIO Y EL CORREO ELECTRÓNICO DEL RECEPTOR DEL PAGO.
",30 dias contra la recepcion conforme de la factura,4171,111875,26569,26778
9275,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3784-444-CM24,Orden de Compra: 3784-444-CM24,2024-06-04,Recepcion Conforme,No,,(2050789) MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN XVI,2050789,MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN XVI,Minibuses,MINIBUS,MAXUS,G10 MINIBUS 9+1 E6 2024,22850999.0,1.0,22850999.0,CLP,22850999.0,0.0,0.0,22850999.0,4341689.81,27192688.81,69.150.200-7,Adquisiciones,I MUNICIPALIDAD DE COELEMU,Pedro Leon Gallo 609,Coelemu,Ñuble,I MUNICIPALIDAD DE COELEMU,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra código: 3784-444-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.  ADQUISICIÓN DE MINIBUS - MUNICIPALIDAD DE COELEMU.,30 dias contra la recepcion conforme de la factura,4704,116742,32639,32414
9704,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1051173-120-CM24,Adquisición 2 MINIBUS PEUGEOT TRAVELLER BUSINESS L3 8P BLUEHDI,2024-06-11,Recepcion Conforme,No,,(2051017) MINIBUS PEUGEOT TRAVELLER BUSINESS L3 8P BLUEHDI 180 EAT8 2024 REGIÓN RM,2051017,MINIBUS PEUGEOT TRAVELLER BUSINESS L3 8P BLUEHDI 180 EAT8 2024 REGIÓN RM,Minibuses,MINIBUS,PEUGEOT ,TRAVELLER BUSINESS L3 8P BLUEHDI 180 EAT8 2024,26562900.0,2.0,53125800.0,CLP,53125800.0,0.0,0.0,53125800.0,10093902.0,63219702.0,60.100.003-2,Ministerio Secretaria General de la Presidencia,MINISTERIO SECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,Moneda N°1160,Santiago Centro,Metropolitana,MINISTERIO SECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,"Gob. Central, Universidades",84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"Orden de Compra codigo: 1051173-120-CM24 dirigida a BRUNO FRITSCH S.A.

Contraparte técnica: Juan Carlos Zúñiga 
Correo: jzuniga@minsegpres.gob.cl
SGA 348-2024",30 dias contra la recepcion conforme de la factura,1051173,6949,24507,24823
9880,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3718-79-CM24,Camioneta Depto. Salud ,2024-06-04,Aceptada,No,,(2042485) CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VI,2042485,CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VI,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X4 MT 2024,19611000.0,1.0,19611000.0,CLP,19611000.0,0.0,0.0,19611000.0,3726090.0,23337090.0,69.090.800-K,Departamento de Salud Municipal,I MUNICIPALIDAD DE PUMANQUE,Luis Antonio Baraona #120,Pumanque,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE PUMANQUE,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Adquisición de camioneta doble cabina, 4x4, transmision mecanica, combustible diesel para la Posta Salud Rural de Pumamque.",30 dias contra la recepcion conforme de la factura,4638,116402,32639,32414
11472,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2702-284-CM24,"Adquisición de Camioneta color Rojo, para apoyo en servicios de Bacheo",2024-06-04,Aceptada,No,,(2048756) CAMIONETA JAC T8 XE ADVANCE 2.0T 4X4 MT 2024 REGIÓN RM,2048756,CAMIONETA JAC T8 XE ADVANCE 2.0T 4X4 MT 2024 REGIÓN RM,Automóviles,CAMIONETA,JAC,T8 XE ADVANCE 2.0T 4X4 MT 2024,17929640.0,1.0,17929640.0,CLP,17929640.0,0.0,0.0,17929640.0,3406631.6,21336271.6,69.071.800-6,SECPLA,I MUNICIPALIDAD DE TALAGANTE,"AV. ESMERALDA N°2049, TALAGANTE",Talagante,Metropolitana,I MUNICIPALIDAD DE TALAGANTE,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 2702-284-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 dias contra la recepcion conforme de la factura,3691,99765,976986,184380
14540,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,733913-20-CM24,VEHICULOS VAN (FET ROYALTY),2024-06-05,Aceptada,No,,(2050779) MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN RM,2050779,MINIBUS MAXUS G10 MINIBUS 9+1 E6 2024 REGIÓN RM,Minibuses,MINIBUS,MAXUS,G10 MINIBUS 9+1 E6 2024,22851000.0,2.0,45702000.0,CLP,45702000.0,0.0,0.0,45702000.0,8683380.0,54385380.0,69.073.000-6,SECPLAN,I MUNICIPALIDAD DE EL MONTE,Av Los Libertadores,El Monte,Metropolitana,Ilustre Municipalidad de El Monte,Municipalidades,76.005.909-9,Comercial Motores de los Andes SpA,COMERCIAL MOTORES DE LOS ANDES SPA,,,"Orden de Compra código: 733913-20-CM24 dirigida a COMERCIAL MOTORES DE LOS ANDES SPA, ORD. N° 08 (Vehículos Color Blanco)",30 dias contra la recepcion conforme de la factura,733913,116741,514925,1034741
15640,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,5293-65-CM24,Orden de Compra: 5293-65-CM24,2024-06-11,Aceptada,No,,(2041415) CAMIONETA TOYOTA HILUX SR 2.4 4X4 MT 2024 REGIÓN VII,2041415,CAMIONETA TOYOTA HILUX SR 2.4 4X4 MT 2024 REGIÓN VII,Automóviles,CAMIONETA,TOYOTA,HILUX SR 2.4 4X4 MT 2024,29138487.0,1.0,29138487.0,CLP,29138487.0,0.0,0.0,29138487.0,5536312.53,34674799.53,69.100.500-3,UNIDAD DE SECPLAC,I MUNICIPALIDAD DE LICANTEN,JUAN ESTEBAN MONTERO Nº 25,Licantén,Maule,I MUNICIPALIDAD DE LICANTEN,Municipalidades,80.522.900-4,Kovacs SpA,KOVACS SPA,,,Orden de Compra codigo: 5293-65-CM24 dirigida a KOVACS SPA,30 dias contra la recepcion conforme de la factura,6206,114398,23711,24161
16902,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3502-475-CM24,"DAEX N° 1505 ADQ DE CAMION PARA UNIDAD DE TALLERES MUNICIPALES, Orden de Compra: 3502-475-CM24",2024-06-06,Recepcion Conforme,No,,(2057563) CARGO JAC URBAN 1042 DC MT PLATAFORMA 2024 REGIÓN IX,2057563,CARGO JAC URBAN 1042 DC MT PLATAFORMA 2024 REGIÓN IX,Camiones de transporte,CARGO,JAC,URBAN 1042 DC MT PLATAFORMA 2024,20871000.0,1.0,20871000.0,CLP,20871000.0,0.0,0.0,20871000.0,3965490.0,24836490.0,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,I MUNICIPALIDAD DE TRAIGUEN,"Saavedra S/N, lado edificio municipal de Basilio Urrutia",Traiguén,Araucanía,MUNICIPALIDAD DE TRAIGUEN,Municipalidades,96.545.450-0,DERCOMAQ SPA,DERCOMAQ SPA,,,"DAEX N° 1505 ADQ DE CAMION CARGO MARCA JAC , MODELO URBAN 1042 DC MT PLATAFORMA AÑO 2024 PARA TALLERES MUNICIPALES, FONDOS FET,  Orden de Compra codigo: 3502-475-CM24 dirigida a DERCOMAQ SPA",30 dias contra la recepcion conforme de la factura,4423,115163,39851,39257
