,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
24010,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),4956-129-CM22,"CM ADQUISICIÓN DE CAMIONETA TOYOTA HILUX 4X2 2,4 MT DX 2022 PARA APOYO LOGÍSTICO UNIDADES MUNICIPALES - SP 153 DAF",2022-07-13,Aceptada,No,,(1848014) CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,1848014,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX,19111261.0,1.0,19111261.0,CLP,19111261.0,0.0,0.0,19111261.0,3631139.59,22742400.59,69.071.200-8,I MUNICIPALIDAD DE RENCA,I MUNICIPALIDAD DE RENCA,BLANCO ENCALADA 1335,Renca,Metropolitana,I MUNICIPALIDAD DE RENCA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"Despacho en Bodega, Balmaceda N°4020, Renca. Contacto:226856658-659
Deberá Ingresar  Factura  al Portal de Mis Pagos de Mercado Público indicando número de OC y  al correo finanzas@renca.cl. Revisar Pago de Proveedores en www.renca.cl",30 días contra la recepción conforme de la factura,5870.0,87185.0,62896,61164
26785,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3734-333-CM22,ADQ VEHICULO MUNICIPAL,2022-07-13,Aceptada,No,,(1873552) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,1873552,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,1.0,12235798.0,CLP,12235798.0,0.0,196000.0,12431798.0,2362041.62,14793839.62,69.170.300-2,Adquisiciones,I MUNICIPALIDAD DE LAJA,Balmaceda 292 Laja,Laja,Bío-Bío,I MUNICIPALIDAD DE LAJA,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 3734-333-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA ADQUISICION DE VEHICULO SUV HYUNDAI VENUE QX 1.6 MT PLUS. PARA USO SECPLAN Y DAF. COLOR BLANCO,30 días contra la recepción conforme de la factura,4654.0,116405.0,32636,32413
27398,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3447-1782-CM22,MEMO N° 1775 O.C.C.M. ADQUISICIÓN DE VEHÍCULO SUV PARA EL DEPARTAMENTO DE SALUD DE LA MUNICIPALIDAD DE ALTO HOSPICIO.-,2022-07-15,Recepción Conforme,No,,(1873551) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA NORTE 2022,1873551,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA NORTE 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,1.0,12235798.0,CLP,12235798.0,0.0,323200.0,12558998.0,2386209.62,14945207.62,69.265.100-6,Direccion de Administracion y Finanzas,MUNICIPALIDAD DE ALTO HOSPICIO,Av. Ramón Pérez Opazo N° 3125,Alto Hospicio,Tarapacá,Municipalidad de Alto Hospicio,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"Los bienes deben ser despachados a la dirección indicada en el presente instrumento y se debe realizar la coordinación con la unidad de bienes municipales, al correo electrónico: bienesmunicipales@mahosalud.cl y teléfono fijo: 572583387.",30 días contra la recepción conforme de la factura,4368.0,114923.0,32636,32413
28165,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3632-240-CM22,CAMIONETAS PARA CENTROS DE SALUD,2022-07-13,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,2.0,30316800.0,CLP,30316800.0,0.0,0.0,30316800.0,5760192.0,36076992.0,69.060.600-3,Municipalidad De Nogales Dpto Salud,I MUNICIPALIDAD DE NOGALES,PANAMERICANANORTE N°330,Nogales,Valparaíso,I MUNICIPALIDAD DE NOGALES,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"SEGÚN ORDEN DE PEDIDO N°20/8
DISPONIBILIDAD PRESUPUESTARIA N°699
",,4552.0,115468.0,62896,61164
33377,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2458-233-CM22,A-243 COMPRA MAN,2022-07-29,Recepción Conforme,No,,(1873552) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,1873552,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,2.0,24471596.0,CLP,24471596.0,0.0,0.0,24471596.0,4649603.24,29121199.24,69.070.300-9,Dirección de Aseo Ornato y Mantencion,I MUNICIPALIDAD DE PROVIDENCIA,Caupolican  1151,Providencia,Metropolitana,Municipalidad de Providencia,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 2458-233-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA,30 días contra la recepción conforme de la factura,3450.0,88102.0,32636,32413
39427,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2564-259-CM22,Orden de Compra: 2564-259-CM22,2022-07-20,Aceptada,No,,(1873552) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,1873552,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,1.0,12235798.0,CLP,12235798.0,0.0,140000.0,12375798.0,2351401.62,14727199.62,69.090.700-3,ADQUISICIONES,I MUNICIPALIDAD DE CHEPICA,CALLE  18 de septiembre s/n COMUNA DE CHEPICA,Chépica,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE CHEPICA,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 2564-259-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA,30 días contra la recepción conforme de la factura,3555.0,92414.0,32636,32413
42075,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),889473-1218-CM22,Camioneta - DSI,2022-07-25,Aceptada,No,,(1853928) CAMIONETA GREATWALL WINGLE 7 GL 4X2 ELITE MACROZONA METROPOLITANA 2022,1853928,CAMIONETA GREATWALL WINGLE 7 GL 4X2 ELITE MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 7 GL 4X2 ELITE,13090000.0,1.0,13090000.0,CLP,13090000.0,0.0,0.0,13090000.0,2487100.0,15577100.0,61.980.530-5,Universidad de O Higgins,UNIVERSIDAD DE O'HIGGINS,Av. Libertador General Bernardo O'Higgins 611,Rancagua,Lib. Gral. Bdo. O'Higgins,UNIVERSIDAD DE O'HIGGINS,"Gob. Central, Universidades",86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Solicitado por Fernando Padilla
cc.: 113031001 // asignación presupuestaria B.4.2 Vehiculo.

Enviar factura al correo facturacion@uoh.cl y intercambio.uohiggins@docele.cl
El retiro del vehículo es en Rancagua: Baquedano N°12, Rancagua.
",30 días contra la recepción conforme de la factura,889473.0,1484134.0,976986,184380
49159,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2564-265-CM22,Orden de Compra: 2564-265-CM22,2022-07-27,Aceptada,No,,(1873552) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,1873552,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,1.0,12235798.0,CLP,12235798.0,0.0,140000.0,12375798.0,2351401.62,14727199.62,69.090.700-3,ADQUISICIONES,I MUNICIPALIDAD DE CHEPICA,CALLE  18 de septiembre s/n COMUNA DE CHEPICA,Chépica,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE CHEPICA,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 2564-265-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA,30 días contra la recepción conforme de la factura,3555.0,92414.0,32636,32413
49284,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),4629-298-CM22,Orden de Compra: 4629-298-CM22,2022-07-26,Aceptada,No,,(1873552) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,1873552,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12235798.0,4.0,48943192.0,CLP,48943192.0,0.0,0.0,48943192.0,9299206.48,58242398.48,61.502.000-1,Nivel Central Santiago,DIRECCION DEL TRABAJO,"Agustinas 1253, piso 5°. Depto. Tecnologías de la Información",Santiago Centro,Metropolitana,Dirección del Trabajo,"Gob. Central, Universidades",79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"Orden de Compra codigo: 4629-298-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA

Contacto: Jorge Castillo o Samuel Reyes, teléfonos 225839430 225839433.",30 días contra la recepción conforme de la factura,5544.0,7000.0,32636,32413
49589,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),1736-1969-CM22,Orden de Compra: 1736-1969-CM22,2022-07-27,Recepción Conforme,No,,(1853928) CAMIONETA GREATWALL WINGLE 7 GL 4X2 ELITE MACROZONA METROPOLITANA 2022,1853928,CAMIONETA GREATWALL WINGLE 7 GL 4X2 ELITE MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 7 GL 4X2 ELITE,13090000.0,1.0,13090000.0,CLP,13090000.0,0.0,0.0,13090000.0,2487100.0,15577100.0,69.255.300-4,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,"Plaza lo Lillo, El Bosque",El Bosque,Metropolitana,Ilustre Municipalidad de El Bosque,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 1736-1969-CM22 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 días contra la recepción conforme de la factura,2732.0,7496.0,976986,184380
50268,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),514847-720-CM22,VEHICULO URBANO PARA CESFAM - Orden de Compra: 514847-720-CM22,2022-07-27,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,1.0,15158400.0,CLP,15158400.0,0.0,0.0,15158400.0,2880096.0,18038496.0,69.190.100-9,Salud,I MUNICIPALIDAD DE LAUTARO,OHIGGINS Nº 1096,Lautaro,Araucanía,Ilustre Municipalidad de Lautaro,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,VEHICULO URBANO PARA CESFAM - Orden de Compra codigo: 514847-720-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,514847.0,124577.0,62896,61164
1149,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),605-366-CM22,CM vehículo institucional req 480 Orden de Compra: 605-366-CM22 scr,2022-08-01,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,1.0,15158400.0,CLP,15158400.0,0.0,0.0,15158400.0,2880096.0,18038496.0,61.006.000-5,Consejo de Defensa del Estado,Consejo de Defensa del Estado,"Agustinas 1225, piso 4.",Santiago,Metropolitana,Consejo de Defensa del Estado,"Gob. Central, Universidades",86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"Orden de Compra codigo: 605-366-CM22 dirigida a MARITANO Y EBENSPERGER LTDA
IP:29.03 vehiculos
siag 755",30 días contra la recepción conforme de la factura,1601.0,6933.0,62896,61164
7888,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3562-40-CM22,Orden de Compra: 3562-40-CM22 COMPRA DE CAMIONETAS,2022-08-03,Aceptada,No,,(1848068) CAMIONETA MAXUS T60 DX 4X4 MACROZONA CENTRO 2022,1848068,CAMIONETA MAXUS T60 DX 4X4 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X4,16694400.0,2.0,33388800.0,CLP,33388800.0,0.0,140000.0,33528800.0,6370472.0,39899272.0,69.060.300-4,Secretaria de Planificacion,I MUNICIPALIDAD DE LA CALERA,Avenida Marathon Nº 312,,Valparaíso,Ilustre Municipalidad de La Calera,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 3562-40-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,4482.0,115185.0,62896,61164
8498,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),838-46-CM22,Orden de Compra: 838-46-CM22,2022-08-03,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,2.0,30316800.0,CLP,30316800.0,0.0,140000.0,30456800.0,5786792.0,36243592.0,61.603.000-0,FONASA DIRECCIÓN ZONAL SUR,FONDO NACIONAL DE SALUD,Manuel Montt N°669 OFICINA 404,,Araucanía,Fondo Nacional de Salud - FONASA,Salud,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 838-46-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,1834.0,6954.0,62896,61164
19381,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2389-332-CM22,Adquisición Camioneta 4x4 DSM,2022-08-09,Enviada a Proveedor,No,,(1848008) CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX MACROZONA CENTRO 2022,1848008,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX,24274286.0,1.0,24274286.0,CLP,24274286.0,0.0,0.0,24274286.0,4612114.34,28886400.34,69.191.600-6,Departamento de Salud,I MUNICIPALIDAD DE PUCON,AV. BERNANDO OHIGGINS Nº 483,Pucón,Araucanía,I MUNICIPALIDAD DE PUCON,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Adquisición de camioneta de acuerdo a la solicitud N°46 de la Unidad Cesfam Pucón,30 días contra la recepción conforme de la factura,3381.0,86943.0,62896,61164
20920,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2595-609-CM22,Orden de Compra: 2595-609-CM22,2022-08-16,Recepción Conforme,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,3.0,45475200.0,CLP,45475200.0,0.0,210000.0,45685200.0,8680188.0,54365388.0,69.130.700-K,I MUNICIPALIDAD DE PARRAL,I MUNICIPALIDAD DE PARRAL,Dieciocho Nº 720,Parral,Maule,I MUNICIPALIDAD DE PARRAL,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 2595-609-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,3586.0,94459.0,62896,61164
25877,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),85-345-CM22,Orden de Compra: 85-345-CM22,2022-08-17,Aceptada,No,,(1873553) SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA CENTRO 2022,1873553,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA CENTRO 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6 MT PLUS,12472773.0,3.0,37418319.0,CLP,37418319.0,0.0,0.0,37418319.0,7109480.61,44527799.61,60.908.000-0,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,ANTONIO VARAS 153 PROVIDENCIA,Santiago Centro,Metropolitana,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,"Gob. Central, Universidades",79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"CONVENIO MARCO
Adquisición de 3 vehículos SUV venue QX 1.6 MT plus marca Hyundai para renovación de flota institucional, Junaeb.
SOL N° 5733 DAF
Se solicita ingresar las facturas a través de la casilla de intercambio de DTE dipresrecepcion@custodium.com
",30 días contra la recepción conforme de la factura,1084.0,7002.0,32636,32413
28008,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),821-31-CM22,Adquisición de Vehículos Fiscales,2022-08-12,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,3.0,45475200.0,CLP,45475200.0,0.0,0.0,45475200.0,8640288.0,54115488.0,61.202.000-0,Dirección de Arquitectura - IV Región,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,"Cirujano Videla N° 200, 5° piso",La Serena,Coquimbo,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"Factura a:
MINISTERIO DE OBRAS PUBLICAS DIRECCION GRAL DE OO PP DCYF
Rut: 61.202.000-0
Dirección Cirujano Videla 200, La Serena
UDP N° 400, este código debe ir en la factura

Enviar factura a: mop_dte@paperless.cl
",30 días contra la recepción conforme de la factura,1817.0,7245.0,62896,61164
30935,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2412-628-CM22,Orden de Compra: 2412-628-CM22,2022-08-16,Recepción Conforme,No,,(1848027) CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,1848027,CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,JMC,VIGUS DOBLE CABINA 4X2 DIESEL,14219950.0,1.0,14219950.0,CLP,14219950.0,0.0,0.0,14219950.0,2701790.5,16921740.5,69.254.100-6,IMUNI_LOPRADO ADQUISICIONES,I MUNICIPALIDAD DE LO PRADO,AVENIDA SAN PABLO 5959,,Metropolitana,I. MUNICIPALIDAD DE LO PRADO,Municipalidades,96.642.160-6,PIAMONTE S.A.,PIAMONTE S A,,,"LA FACTURA DEBE INDICAR DATOS PARA TRANSFERENCIA ELECTRÓNICA

ORDEN DE COMPRA N°628 DIRECCION SEGURIDAD PUBLICA/PROYECTO FORTALECIMIENTO PATRULLAJE PREVENTIVO.  SOLIC. ADQUIS N°640
*NOTA: Camioneta de color blanco . Retiro en tienda.",30 días contra la recepción conforme de la factura,3404.0,87373.0,27324,27411
31055,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2832-901-CM22,VEHICULOS DEPARTAMENTO DE SALUD,2022-08-30,Enviada a Proveedor,No,,(1848014) CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,1848014,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX,20644034.0,2.0,41288068.0,CLP,41288068.0,0.0,140000.0,41428068.0,7871332.92,49299400.92,69.260.400-8,DEPARTAMENTO DE SALUD,I MUNICIPALIDAD DE QUILLOTA,"CALLE CLORINDO VELIZ Nº 520 POBL.MEXICO, QUILLOTA",Quillota,Valparaíso,I MUNICIPALIDAD DE QUILLOTA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"VEHICULOS DEPARTAMENTO DE SALUD
Orden de Compra codigo: 2832-901-CM22 dirigida a MARITANO Y EBENSPERGER LTDA",30 días contra la recepción conforme de la factura,3818.0,88203.0,62896,61164
32270,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3786-191-CM22,Adquisición de Camioneta 4x2 para Departamento de Salud Municipal de Coelemu,2022-08-17,Recepción Conforme,No,,(1848027) CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,1848027,CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,JMC,VIGUS DOBLE CABINA 4X2 DIESEL,14219950.0,1.0,14219950.0,CLP,14219950.0,0.0,0.0,14219950.0,2701790.5,16921740.5,69.150.200-7,Depto. De Salud,I MUNICIPALIDAD DE COELEMU,MANUEL ANTONIO MATTA N° 501,Coelemu,Ñuble,I MUNICIPALIDAD DE COELEMU,Municipalidades,96.642.160-6,PIAMONTE S.A.,PIAMONTE S A,,,"Adquisición de Camioneta 4x2 para Departamento de Salud Municipal de Coelemu, por programa Apoyo a la Gestión Local 2022.

Retiro de Camioneta en lugar indicado por proveedor.

Orden de Compra codigo: 3786-191-CM22 dirigida a PIAMONTE S A",30 días contra la recepción conforme de la factura,4706.0,116742.0,27324,27411
36885,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),821-34-CM22,Adquisición Vehiculo Fiscal,2022-08-18,Aceptada,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,15158400.0,1.0,15158400.0,CLP,15158400.0,0.0,0.0,15158400.0,2880096.0,18038496.0,61.202.000-0,Dirección de Arquitectura - IV Región,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,"Cirujano Videla N° 200, 5° piso",La Serena,Coquimbo,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,"Esta orden de compra cuenta con disponibilidad presupuestaria - Subtitulo 2903001.

Facturar a:
MINISTERIO DE OBRAS PUBLICAS GRAL. DE OO PP DCYF
Rut: 61.202.000-0
Dirección Cirujano Videla 200, La Serena.
UDP N° 400, este codigo debe ir en la factura.

En",30 días contra la recepción conforme de la factura,1817.0,7245.0,62896,61164
38620,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),1736-2284-CM22,Orden de Compra: 1736-2284-CM22,2022-08-19,Recepción Conforme,No,,(1848027) CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,1848027,CAMIONETA JMC VIGUS DOBLE CABINA 4X2 DIESEL MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,JMC,VIGUS DOBLE CABINA 4X2 DIESEL,14219950.0,1.0,14219950.0,CLP,14219950.0,0.0,0.0,14219950.0,2701790.5,16921740.5,69.255.300-4,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,"Plaza lo Lillo, El Bosque",El Bosque,Metropolitana,Ilustre Municipalidad de El Bosque,Municipalidades,96.642.160-6,PIAMONTE S.A.,PIAMONTE S A,,,Orden de Compra codigo: 1736-2284-CM22 dirigida a PIAMONTE S A,30 días contra la recepción conforme de la factura,2732.0,7496.0,27324,27411
38693,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),4455-833-CM22,ADQUISICION CAMIONETA  PARA USO DEL DEPARTAMENTO DE EDUCACION MUNICIPAL,2022-08-19,Enviada a Proveedor,No,,(1848014) CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,1848014,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX,20644034.0,1.0,20644034.0,CLP,20644034.0,0.0,0.0,20644034.0,3922366.46,24566400.46,69.160.100-5,Ilustre Municipalidad de Arauco - Educación,I MUNICIPALIDAD DE ARAUCO,esmeralda # 410,Arauco,Bío-Bío,I MUNICIPALIDAD DE ARAUCO,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 4455-833-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,5371.0,7050.0,62896,61164
