IDProductoCM,Modelo,Tipo de Producto,Marca,Nombre Producto ONU,Precio Unitario,Rut Unidad de Compra,Región Unidad de Compra,Sector,year,Nro Licitación Pública,Convenio Marco,CodigoOC,Fecha Envío OC,Cantidad,Rut Proveedor,Nombre Proveedor Sucursal,Vehículo,Macrozona_x,Gama_x,Pgm,Puntaje Precio_x,PUNTAJE OFERTA,Marca_x,Precio,Modelo,Versión,Precio + Despacho,Precio Macrozona-Gama,Puntaje Precio_y,exact_merge_var
1536723,NEW CAVALIER 1.5 LS MT,SEDÁN,CHEVROLET,Automóviles,6500000.0,69.040.500-8,Coquimbo,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,727202-74-CM18,2018-08-01,1.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,,,,,,,,,NEW CAVALIER 1.5 LS MT,,,,,
1538613,L200 4X4 KATANA CRM 4X4,CAMIONETA,MITSUBISHI,Automóviles,14870400.0,69.264.600-2,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4829-561-CM18,2018-08-01,1.0,96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,,,,,,,,,L200 4X4 KATANA CRM 4X4,,,,,
1538510,NP300 DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,15803866.0,69.201.200-3,Los Ríos,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3573-77-CM18,2018-08-02,1.0,78.585.230-3,Automotriz Tecnosur Limitada,,,,,,,,,NP300 DC SE 2.3D MT 4WD,,,,,
1538722,ERTIGA 1.4 GLS,SUV,SUZUKI,Automóviles,6503782.0,69.040.300-5,Coquimbo,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2448-1042-CM18,2018-08-03,1.0,94.141.000-6,Dercosa,,,,,,,,,ERTIGA 1.4 GLS,,,,,
1538481,NEW DMAX CC 2.5TD 4WD,CAMIONETA,CHEVROLET,Automóviles,14035000.0,60.901.000-2,Metropolitana,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4660-165-CM18,2018-08-07,1.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,,,,,,,,,NEW DMAX CC 2.5TD 4WD,,,,,
1536726,NEW EQUINOX 1.5T LS AT FWD,SUV,CHEVROLET,Automóviles,13161154.0,60.901.000-2,Metropolitana,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4660-166-CM18,2018-08-07,1.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,,,,,,,,,NEW EQUINOX 1.5T LS AT FWD,,,,,
1538504,NP300 DC S 2.5 MT,CAMIONETA,NISSAN,Automóviles,10493000.0,61.509.000-k,Maule,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1607-263-CM18,2018-08-03,1.0,79.802.860-k,AUTOMOTRIZ PORTILLO S.A. - Casa Matriz,,,,,,,,,NP300 DC S 2.5 MT,,,,,
1536971,NEW MAHINDRA PIK UP XL D/C 4X2,CAMIONETA,MAHINDRA,Automóviles,9653642.0,69.071.300-4,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2483-214-CM18,2018-08-22,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,NEW MAHINDRA PIK UP XL D/C 4X2,,,,,
1536741,SAIL NB 1.5L,SEDÁN,CHEVROLET,Automóviles,5521000.0,69.073.000-6,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3760-571-CM18,2018-08-06,1.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,,,,,,,,,SAIL NB 1.5L,,,,,
1536924,TUCSON TL  2.0 MT VALUE,SUV,HYUNDAI ,Automóviles,12139328.0,87.912.900-1,Araucanía,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5586-5970-CM18,2018-08-07,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,TUCSON TL  2.0 MT VALUE,,,,,
1538504,NP300 DC S 2.5 MT,CAMIONETA,NISSAN,Automóviles,10013000.0,69.264.700-9,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2771-700-CM18,2018-08-07,4.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NP300 DC S 2.5 MT,,,,,
1536978,NEW MAHINDRA SCORPIO SUV  4X4,SUV,MAHINDRA,Automóviles,10100840.0,69.130.600-3,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4085-684-CM18,2018-08-07,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,NEW MAHINDRA SCORPIO SUV  4X4,,,,,
1536917,SANTA FE DM  WGN 2.4 6M/T GLS PE,SUV,HYUNDAI ,Automóviles,14526555.0,65.154.272-3,Araucanía,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1028897-64-CM18,2018-08-07,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,SANTA FE DM  WGN 2.4 6M/T GLS PE,,,,,
1538481,NEW DMAX CC 2.5TD 4WD,CAMIONETA,CHEVROLET,Automóviles,15200000.0,69.191.100-4,Araucanía,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3203-720-CM18,2018-08-08,2.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,,,,,,,,,NEW DMAX CC 2.5TD 4WD,,,,,
1538793,BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL,CAMIONETA,MAZDA,Automóviles,15464000.0,69.250.300-7,Magallanes y Antártica,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5282-11-CM18,2018-08-09,1.0,82.120.600-6,ESTEBAN GUIC Y CIA LTDA,,,,,,,,,BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL,,,,,
1553542,H-1 TQ MB 2.5 CRDI MT 10S PE,MINIBUS,HYUNDAI ,Minibuses,17662600.0,69.091.100-0,Lib. Gral. Bdo. O'Higgins,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1743-280-CM18,2018-08-08,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,H-1 TQ MB 2.5 CRDI MT 10S PE,,,,,
1538793,BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL,CAMIONETA,MAZDA,Automóviles,15464000.0,61.313.000-4,Magallanes y Antártica,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1038-544-CM18,2018-08-09,1.0,82.120.600-6,ESTEBAN GUIC Y CIA LTDA,,,,,,,,,BT-50 DOBLE CABINA 2.2 SDX 6MT 4X4 DIESEL,,,,,
1537055,NUEVO YARIS SEDAN GLI MT     ,SEDÁN,TOYOTA,Automóviles,7654286.0,69.072.700-5,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2341-1986-CM18,2018-08-09,4.0,77.008.670-1,PORTILLO S A - Casa Matriz,,,,,,,,,NUEVO YARIS SEDAN GLI MT     ,,,,,
1537075,AMAROK COMFORTLINE 4MOTION AT,CAMIONETA,VOLKSWAGEN,Automóviles,19060000.0,61.102.014-7,Valparaíso,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3134-528-CM18,2018-08-09,3.0,76.245.828-4,PORSCHE CHILE SPA,,,,,,,,,AMAROK COMFORTLINE 4MOTION AT,,,,,
1553475,S2 COMFORT SMART 1.5 MT,SUV,JAC,Automóviles,5821765.0,69.130.700-k,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1754-721-CM18,2018-08-22,1.0,94.141.000-6,Dercosa,,,,,,,,,S2 COMFORT SMART 1.5 MT,,,,,
1538616,L200 DAKAR AT,CAMIONETA,MITSUBISHI,Automóviles,18038400.0,69.264.600-2,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4829-602-CM18,2018-08-10,1.0,96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,,,,,,,,,L200 DAKAR AT,,,,,
1536939,T6 BENCINA 4X2 COMFORT,CAMIONETA,JAC,Automóviles,7563025.0,69.020.300-6,Antofagasta,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2429-2003-CM18,2018-08-10,2.0,94.141.000-6,Dercosa,,,,,,,,,T6 BENCINA 4X2 COMFORT,,,,,
1538628,HILUX 2.4 4X4 MT DX,CAMIONETA,TOYOTA,Automóviles,16990000.0,61.101.078-8,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,837322-224-CM18,2018-08-21,1.0,77.008.670-1,PORTILLO S A - Casa Matriz,,,,,,,,,HILUX 2.4 4X4 MT DX,,,,,
1538510,NP300 DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,13773109.0,69.150.200-7,Ñuble,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3784-519-CM18,2018-08-11,1.0,81.318.700-0,POMPEYO CARRASCO Y CIA. LTDA.,,,,,,,,,NP300 DC SE 2.3D MT 4WD,,,,,
1537006,MARCH SPORT II DRIVE AC,HATCHBACK,NISSAN,Automóviles,5860724.0,69.110.500-8,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4451-506-CM18,2018-08-13,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,MARCH SPORT II DRIVE AC,,,,,
1536917,SANTA FE DM  WGN 2.4 6M/T GLS PE,SUV,HYUNDAI ,Automóviles,14835955.0,61.801.000-7,Metropolitana,Obras Públicas,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,587-1689-CM18,2018-08-22,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,SANTA FE DM  WGN 2.4 6M/T GLS PE,,,,,
1538578,FRONTIER P/UP 2.5L 6MT,CAMIÓN LIVIANO,KIA,Camiones de transporte,12665587.0,69.070.800-0,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1741-734-CM18,2018-08-17,1.0,96.931.150-K,KIA CHILE,,,,,,,,,FRONTIER P/UP 2.5L 6MT,,,,,
1538613,L200 4X4 KATANA CRM 4X4,CAMIONETA,MITSUBISHI,Automóviles,14239000.0,69.090.700-3,Lib. Gral. Bdo. O'Higgins,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2564-247-CM18,2018-08-16,1.0,96.642.160-6,PIAMONTE S.A.,,,,,,,,,L200 4X4 KATANA CRM 4X4,,,,,
1538611,L200 4X2 WORK CR WF,CAMIONETA,MITSUBISHI,Automóviles,11789000.0,69.090.700-3,Lib. Gral. Bdo. O'Higgins,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2564-247-CM18,2018-08-16,1.0,96.642.160-6,PIAMONTE S.A.,,,,,,,,,L200 4X2 WORK CR WF,,,,,
1538794,BT-50 DOBLE CABINA 2.2 SDX HIGH 6MT 4X4 DIESEL,CAMIONETA,MAZDA,Automóviles,14973180.0,61.979.210-6,Los Lagos,Salud,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,507428-822-CM18,2018-08-16,1.0,94.141.000-6,Dercosa,,,,,,,,,BT-50 DOBLE CABINA 2.2 SDX HIGH 6MT 4X4 DIESEL,,,,,
1553542,H-1 TQ MB 2.5 CRDI MT 10S PE,MINIBUS,HYUNDAI ,Minibuses,17400000.0,61.938.500-4,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3326-1836-CM18,2018-08-17,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,H-1 TQ MB 2.5 CRDI MT 10S PE,,,,,
1537045,HILUX 2.4 4X2 MT DX (WIDE),CAMIONETA,TOYOTA,Automóviles,13498400.0,65.154.272-3,Araucanía,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1028897-85-CM18,2018-08-16,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4 4X2 MT DX (WIDE),,,,,
1538511,NP300 DC XE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,15400000.0,69.110.900-3,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4690-353-CM18,2018-08-17,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NP300 DC XE 2.3D MT 4WD,,,,,
1538628,HILUX 2.4 4X4 MT DX,CAMIONETA,TOYOTA,Automóviles,17183200.0,69.100.600-K,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3960-483-CM18,2018-08-20,1.0,77.008.670-1,PORTILLO S A - Casa Matriz,,,,,,,,,HILUX 2.4 4X4 MT DX,,,,,
1537090,SAVEIRO NUEVA CABINA EXTENDIDA 1.6 MT COMFORT,CAMIONETA,VOLKSWAGEN,Automóviles,7980600.0,69.255.500-7,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,584264-69-CM18,2018-08-17,1.0,76.245.828-4,PORSCHE CHILE SPA,,,,,,,,,SAVEIRO NUEVA CABINA EXTENDIDA 1.6 MT COMFORT,,,,,
1536913,SANTA FE DM  WGN 2.2 CRDI 6M/T GLS PE,SUV,HYUNDAI ,Automóviles,15593941.0,69.100.100-8,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2436-1516-CM18,2018-08-17,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,SANTA FE DM  WGN 2.2 CRDI 6M/T GLS PE,,,,,
1538620,TRANSIT MINIBÚS,MINIBUS,FORD,Minibuses,21892600.0,69.073.600-4,Valparaíso,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2694-486-CM18,2018-08-21,1.0,76.010.151-6,Cecor S.A.,,,,,,,,,TRANSIT MINIBÚS,,,,,
1537011,PATHFINDER ADVANCE CVT,SUV,NISSAN,Automóviles,19740000.0,69.253.600-2,Antofagasta,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3149-480-CM18,2018-08-21,1.0,79.802.860-k,AUTOMOTRIZ PORTILLO S.A. - Casa Matriz,,,,,,,,,PATHFINDER ADVANCE CVT,,,,,
1538795,TUNDRA 4X4 S/SUNROOF,CAMIONETA,TOYOTA,Automóviles,26091890.0,61.102.014-7,Valparaíso,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3134-563-CM18,2018-08-27,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,TUNDRA 4X4 S/SUNROOF,,,,,
1537047,HILUX 2.4 4X4 DX CABINA SIMPLE,CAMIONETA,TOYOTA,Automóviles,16099200.0,60.701.002-1,Valparaíso,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5186-216-CM18,2018-08-23,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,HILUX 2.4 4X4 DX CABINA SIMPLE,,,,,
1553542,H-1 TQ MB 2.5 CRDI MT 10S PE,MINIBUS,HYUNDAI ,Minibuses,17710617.0,69.141.400-0,Ñuble,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4352-620-CM18,2018-08-22,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,H-1 TQ MB 2.5 CRDI MT 10S PE,,,,,
1538509,NP300 DC XE 2.3D MT,CAMIONETA,NISSAN,Automóviles,13755000.0,69.253.600-2,Antofagasta,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3149-483-CM18,2018-08-23,2.0,81.318.700-0,POMPEYO CARRASCO Y CIA. LTDA.,,,,,,,,,NP300 DC XE 2.3D MT,,,,,
1538542,T60 DX/4X2,CAMIONETA,MAXUS,Automóviles,10618400.0,65.154.398-3,Tarapacá,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1026727-23-CM18,2018-08-23,1.0,76.005.909-9,Comercial Motores de los Andes SpA,,,,,,,,,T60 DX/4X2,,,,,
1536753,SUBURBAN  LT IV 5.3L 4WD PCK,SUV,CHEVROLET,Automóviles,32154279.0,60.000.000-4,Metropolitana,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,776-2042-CM18,2018-08-27,1.0,80.522.900-4,Kovacs SpA Seminario 385 Providencia,,,,,,,,,SUBURBAN  LT IV 5.3L 4WD PCK,,,,,
1538681,FRONTIER D/C 2.5L 6MT DELUXE,CAMIÓN LIVIANO,KIA,Camiones de transporte,14500000.0,69.040.800-7,Coquimbo,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3000-1428-CM18,2018-08-24,1.0,96.931.150-K,KIA CHILE,,,,,,,,,FRONTIER D/C 2.5L 6MT DELUXE,,,,,
1536824,MIDI DOBLE CABINA,CAMIÓN LIVIANO,FOTON,Camiones de transporte,4784600.0,69.150.400-K,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2671-150-CM18,2018-08-30,1.0,79.780.600-5,Cidef Comercial S.A.,,,,,,,,,MIDI DOBLE CABINA,,,,,
1537030,4RUNNER 4X4 LIMITED ,SUV,TOYOTA,Automóviles,23941688.0,61.008.000-6,Valparaíso,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,731-939-CM18,2018-08-24,1.0,77.008.670-1,PORTILLO S A - Casa Matriz,,,,,,,,,4RUNNER 4X4 LIMITED ,,,,,
1538511,NP300 DC XE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,16185129.0,69.191.400-3,Araucanía,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3836-547-CM18,2018-08-27,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NP300 DC XE 2.3D MT 4WD,,,,,
1538510,NP300 DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,15119230.0,69.151.100-6,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4377-211-CM18,2018-08-28,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NP300 DC SE 2.3D MT 4WD,,,,,
1538615,L200 DAKAR MT,CAMIONETA,MITSUBISHI,Automóviles,17270400.0,61.976.000-K,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,4827-362-CM18,2018-08-27,1.0,96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,,,,,,,,,L200 DAKAR MT,,,,,
1536922,TUCSON TL  2.0 MT 4WD VALUE,SUV,HYUNDAI ,Automóviles,12196303.0,61.601.000-k,Metropolitana,Salud,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,757-1837-CM18,2018-08-28,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,TUCSON TL  2.0 MT 4WD VALUE,,,,,
1538611,L200 4X2 WORK CR WF,CAMIONETA,MITSUBISHI,Automóviles,13790000.0,69.253.800-5,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2273-2151-CM18,2018-08-31,1.0,96.642.160-6,PIAMONTE S.A.,,,,,,,,,L200 4X2 WORK CR WF,,,,,
1538765,APV 1.6 FURGÓN,FURGÓN,SUZUKI,Mini-furgonetas o furgonetas,6628600.0,69.255.500-7,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,584264-76-CM18,2018-08-29,1.0,94.141.000-6,Dercosa,,,,,,,,,APV 1.6 FURGÓN,,,,,
1538611,L200 4X2 WORK CR WF,CAMIONETA,MITSUBISHI,Automóviles,12962600.0,69.140.800-0,Ñuble,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1493-770-CM18,2018-08-28,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,L200 4X2 WORK CR WF,,,,,
1536892,GRAND I-10 BA SDN  MT GLS 2AB AC ABS PE,SEDÁN,HYUNDAI ,Automóviles,5995400.0,69.210.500-1,Los Lagos,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,584146-472-CM18,2018-08-28,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,GRAND I-10 BA SDN  MT GLS 2AB AC ABS PE,,,,,
1537065,RAV4 SUPER LUJO 2.5 4X4 AT,SUV,TOYOTA,Automóviles,14705882.0,69.230.700-3,Los Lagos,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2927-319-CM18,2018-08-28,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,RAV4 SUPER LUJO 2.5 4X4 AT,,,,,
1538931,BERLINGO C HDI 92 BVM,FURGÓN,CITROEN,Mini-furgonetas o furgonetas,10358400.0,69.190.700-7,Araucanía,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,1658-2742-CM18,2018-08-28,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,BERLINGO C HDI 92 BVM,,,,,
1538508,NP300 DC SE 2.3D MT,CAMIONETA,NISSAN,Automóviles,14359017.0,69.264.800-5,Bío-Bío,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2785-1248-CM18,2018-08-29,1.0,96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,,,,,,,,,NP300 DC SE 2.3D MT,,,,,
1553542,H-1 TQ MB 2.5 CRDI MT 10S PE,MINIBUS,HYUNDAI ,Minibuses,17400000.0,69.080.800-5,Lib. Gral. Bdo. O'Higgins,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,998782-99-CM18,2018-08-30,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,H-1 TQ MB 2.5 CRDI MT 10S PE,,,,,
1537045,HILUX 2.4 4X2 MT DX (WIDE),CAMIONETA,TOYOTA,Automóviles,12600000.0,69.080.800-5,Lib. Gral. Bdo. O'Higgins,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,998782-100-CM18,2018-08-30,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4 4X2 MT DX (WIDE),,,,,
1538510,NP300 DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,13990000.0,69.070.900-7,Metropolitana,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2770-312-CM18,2018-08-30,1.0,81.318.700-0,POMPEYO CARRASCO Y CIA. LTDA.,,,,,,,,,NP300 DC SE 2.3D MT 4WD,,,,,
1538510,NP300 DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Automóviles,14516676.0,69.141.100-1,Ñuble,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,229-578-CM18,2018-08-30,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NP300 DC SE 2.3D MT 4WD,,,,,
1538481,NEW DMAX CC 2.5TD 4WD,CAMIONETA,CHEVROLET,Automóviles,16217995.0,69.130.100-1,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2318-631-CM18,2018-08-31,1.0,80.522.900-4,Kovacs SpA Seminario 385 Providencia,,,,,,,,,NEW DMAX CC 2.5TD 4WD,,,,,
1538497,PARTNER MAXI NUEVA MAXI 1.6 HDI 90HP NAV,FURGÓN,PEUGEOT ,Mini-furgonetas o furgonetas,11082600.0,69.141.100-1,Ñuble,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,229-583-CM18,2018-08-31,1.0,79.802.860-k,AUTOMOTRIZ PORTILLO S.A. - Casa Matriz,,,,,,,,,PARTNER MAXI NUEVA MAXI 1.6 HDI 90HP NAV,,,,,
1537103,VOYAGE TRENDLINE 1.6,SEDÁN,VOLKSWAGEN,Automóviles,6300000.0,69.100.700-6,Maule,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,3442-348-CM18,2018-08-31,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,VOYAGE TRENDLINE 1.6,,,,,
1553542,H-1 TQ MB 2.5 CRDI MT 10S PE,MINIBUS,HYUNDAI ,Minibuses,17846400.0,69.220.100-0,Los Lagos,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2332-1245-CM18,2018-08-31,1.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,H-1 TQ MB 2.5 CRDI MT 10S PE,,,,,
1536813,RANGER XL 4X4 DIESEL,CAMIONETA,FORD,Automóviles,15321000.0,73.568.600-3,Valparaíso,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2598-240-CM18,2018-08-31,1.0,92.909.000-4,Curifor Coquimbo,,,,,,,,,RANGER XL 4X4 DIESEL,,,,,
1537083,GOL POWER 1.6 2AB AA,HATCHBACK,VOLKSWAGEN,Automóviles,5916471.0,60.506.000-5,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5890-353-CM18,2018-09-04,14.0,76.245.828-4,PORSCHE CHILE SPA,,,,,,,,,GOL POWER 1.6 2AB AA,,,,,
1537078,AMAROK TRENDLINE 4MOTION,CAMIONETA,VOLKSWAGEN,Automóviles,17568600.0,60.506.000-5,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5890-353-CM18,2018-09-04,21.0,76.245.828-4,PORSCHE CHILE SPA,,,,,,,,,AMAROK TRENDLINE 4MOTION,,,,,
1537029,4RUNNER 4X2 SR5 CONTROL VOLANTE,SUV,TOYOTA,Automóviles,18109244.0,60.506.000-5,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,891361-15-CM18,2018-09-20,13.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,4RUNNER 4X2 SR5 CONTROL VOLANTE,,,,,
1537031,4RUNNER 4X4 SR5 CONTROL VOLANTE,SUV,TOYOTA,Automóviles,18991597.0,61.978.890-7,Arica y Parinacota,"Gob. Central, Universidades",2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5420-273-CM18,2018-09-11,5.0,96.889.440-4,Mediterraneo Automotores SA,,,,,,,,,4RUNNER 4X4 SR5 CONTROL VOLANTE,,,,,
1538628,HILUX 2.4 4X4 MT DX,CAMIONETA,TOYOTA,Automóviles,15990000.0,61.938.500-4,Metropolitana,FFAA,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5240-313-CM18,2018-09-27,3.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4 4X4 MT DX,,,,,
1553520,PICK UP REFRESH DC 4X2 MT WORK,CAMIONETA,MAHINDRA,Automóviles,10307280.0,69.220.100-0,Los Lagos,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,2332-1227-CM18,2018-09-13,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,PICK UP REFRESH DC 4X2 MT WORK,,,,,
1537046,HILUX 2.4 4X2 MT SR,CAMIONETA,TOYOTA,Automóviles,14090000.0,69.030.500-3,Atacama,Municipalidades,2018,2239-4-LR17,Compra de Vehículos Livianos y Medianos,5350-825-CM18,2018-09-10,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4 4X2 MT SR,,,,,
